Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4																						 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)
1/27/2019	22:15:07	487.7	3.9057	3.9087	4.0255	4.0404																						
1/27/2019	22:15:09	489.37	3.9056	3.9076	4.0255	4.0424																						
1/27/2019	22:15:10	490.83	3.9049	3.9066	4.0264	4.0425																						
1/27/2019	22:15:12	492.3	3.9052	3.9057	4.0269	4.0419																						
1/27/2019	22:15:13	493.52	3.9056	3.9051	4.0251	4.0396																						
1/27/2019	22:15:14	494.64	3.9045	3.9045	4.0243	4.0395																						
1/27/2019	22:15:15	496.11	3.9026	3.9053	4.0236	4.0397																						
1/27/2019	22:15:17	497.3	3.9017	3.9065	4.0237	4.0424																						
1/27/2019	22:15:18	498.59	3.8998	3.9064	4.0239	4.0424																						
1/27/2019	22:15:19	500.02	3.9001	3.9048	4.0247	4.0411																						
1/27/2019	22:15:21	501.47	3.8992	3.9047	4.0235	4.0396																						
1/27/2019	22:15:22	502.73	3.901	3.9045	4.0225	4.0392																						
1/27/2019	22:15:23	504.09	3.9008	3.9057	4.0225	4.0397																						
1/27/2019	22:15:25	505.59	3.9004	3.9052	4.0246	4.0398																						
1/27/2019	22:15:26	507.06	3.8989	3.9067	4.0233	4.0395																						
1/27/2019	22:15:28	508.34	3.8976	3.9045	4.0206	4.0383																						
1/27/2019	22:15:29	509.67	3.8966	3.9031	4.0206	4.0371																						
1/27/2019	22:15:30	511.05	3.8961	3.9003	4.0215	4.0356																						
1/27/2019	22:15:32	512.62	3.8957	3.9012	4.0225	4.0354																						
1/27/2019	22:15:33	514.08	3.8958	3.9022	4.0215	4.0335																						
1/27/2019	22:15:35	515.34	3.8941	3.9027	4.0214	4.0339																						
1/27/2019	22:15:36	516.75	3.8939	3.9018	4.0221	4.0341																						
1/27/2019	22:15:38	518.36	3.8922	3.9003	4.0202	4.0357																						
1/27/2019	22:15:39	519.78	3.8909	3.9003	4.0181	4.0353																						
1/27/2019	22:15:41	521.23	3.8886	3.9003	4.0172	4.0363																						
1/27/2019	22:15:42	522.59	3.8884	3.899	4.0168	4.0363																						
1/27/2019	22:15:44	524.2	3.8898	3.8984	4.0193	4.0357																						
1/27/2019	22:15:45	525.61	3.8898	3.8978	4.0182	4.0343																						
1/27/2019	22:15:47	527.62	3.8869	3.898	4.0178	4.0338																						
1/27/2019	22:15:49	529.45	3.8849	3.8968	4.0159	4.0339																						
1/27/2019	22:15:50	530.87	3.8863	3.8962	4.0174	4.0338																						
1/27/2019	22:15:52	532.52	3.8869	3.8968	4.0186	4.0334																						
1/27/2019	22:15:54	534.19	3.8873	3.8959	4.0204	4.0336																						
1/27/2019	22:15:55	535.83	3.8855	3.8945	4.0199	4.0324																						
1/27/2019	22:15:57	537.23	3.8859	3.8918	4.0209	4.0312																						
1/27/2019	22:15:58	538.86	3.8844	3.8906	4.0184	4.0308																						
1/27/2019	22:16:00	540.28	3.8843	3.89	4.0184	4.0301																						
1/27/2019	22:16:01	541.75	3.8825	3.89	4.0174	4.0306																						
1/27/2019	22:16:03	543.14	3.8834	3.8894	4.0175	4.0298																						
1/27/2019	22:16:04	544.67	3.8822	3.8896	4.0163	4.0305																						
1/27/2019	22:16:05	546.09	3.8836	3.8894	4.0145	4.0292																						
1/27/2019	22:16:07	547.52	3.8836	3.8898	4.0177	4.0286																						
1/27/2019	22:16:08	548.7	3.8835	3.8893	4.0164	4.0276																						
1/27/2019	22:16:09	550.06	3.8843	3.8879	4.0184	4.0284																						
1/27/2019	22:16:11	551.47	3.8816	3.8875	4.0137	4.028																						
1/27/2019	22:16:12	552.8	3.8822	3.887	4.0152	4.028																						
1/27/2019	22:16:14	554.19	3.8789	3.8879	4.0126	4.0269																						
1/27/2019	22:16:15	555.42	3.8804	3.8867	4.0134	4.0269																						
1/27/2019	22:16:16	556.81	3.8801	3.8857	4.0135	4.0261																						
1/27/2019	22:16:17	558	3.8819	3.886	4.0149	4.0279																						
1/27/2019	22:16:19	559.19	3.879	3.886	4.014	4.0268																						
1/27/2019	22:16:20	560.84	3.8775	3.8863	4.0119	4.0279																						
1/27/2019	22:16:22	562.48	3.8735	3.8843	4.0113	4.0251																						
1/27/2019	22:16:23	563.92	3.8733	3.8829	4.0113	4.0247																						
1/27/2019	22:16:25	565.31	3.8732	3.8816	4.0119	4.0236																						
1/27/2019	22:16:26	566.55	3.8742	3.8809	4.0111	4.0237																						
1/27/2019	22:16:27	567.8	3.8737	3.8818	4.0109	4.0249																						
1/27/2019	22:16:29	569.61	3.8721	3.8819	4.009	4.0244																						
1/27/2019	22:16:30	571.02	3.8726	3.8828	4.0094	4.0242																						
1/27/2019	22:16:32	572.53	3.8725	3.883	4.0114	4.0228																						
1/27/2019	22:16:33	574.05	3.8742	3.8842	4.0129	4.0226																						
1/27/2019	22:16:35	575.73	3.8714	3.885	4.0125	4.0218																						
1/27/2019	22:16:36	577.08	3.8707	3.8854	4.0111	4.0215																						
1/27/2019	22:16:38	578.53	3.869	3.8837	4.0091	4.0213																						
1/27/2019	22:16:39	580.05	3.87	3.8824	4.009	4.0223																						
1/27/2019	22:16:41	581.72	3.871	3.8812	4.0079	4.0214																						
1/27/2019	22:16:43	583.36	3.8695	3.8805	4.0093	4.021																						
1/27/2019	22:16:44	584.78	3.8693	3.8803	4.0081	4.0193																						
1/27/2019	22:16:46	586.19	3.8664	3.8789	4.0082	4.0182																						
1/27/2019	22:16:47	587.55	3.8663	3.8793	4.007	4.0174																						
1/27/2019	22:16:48	588.77	3.8657	3.8783	4.0071	4.0173																						
1/27/2019	22:16:49	589.98	3.8659	3.8777	4.0083	4.0178																						
1/27/2019	22:16:51	591.56	3.8666	3.8769	4.0099	4.0173																						
1/27/2019	22:16:52	593.02	3.8668	3.877	4.0119	4.0168																						
1/27/2019	22:16:54	594.55	3.8673	3.8776	4.0097	4.0161																						
1/27/2019	22:16:56	596.16	3.8652	3.8779	4.0088	4.0155																						
1/27/2019	22:16:57	597.94	3.8639	3.8779	4.0061	4.0151																						
1/27/2019	22:16:59	599.33	3.863	3.8773	4.0064	4.0144																						
1/27/2019	22:17:00	600.78	3.8623	3.8766	4.0052	4.0145																						
1/27/2019	22:17:02	602.36	3.862	3.8761	4.0052	4.0144																						
1/27/2019	22:17:03	603.77	3.863	3.8769	4.0048	4.0149																						
1/27/2019	22:17:05	605.3	3.8637	3.877	4.0026	4.014																						
1/27/2019	22:17:06	606.61	3.862	3.8775	4.0033	4.0143																						
1/27/2019	22:17:07	607.89	3.8602	3.8781	4.0028	4.0149																						
1/27/2019	22:17:09	609.48	3.8592	3.8775	4.0059	4.018																						
1/27/2019	22:17:10	610.91	3.8602	3.8776	4.0052	4.0176																						
1/27/2019	22:17:12	612.53	3.8592	3.8757	4.0063	4.0168																						
1/27/2019	22:17:13	613.95	3.8595	3.8753	4.0062	4.0151																						
1/27/2019	22:17:15	615.5	3.8576	3.8737	4.006	4.014																						
1/27/2019	22:17:16	616.95	3.859	3.8737	4.0056	4.0109																						
1/27/2019	22:17:18	618.2	3.8579	3.8725	4.0046	4.0081																						
1/27/2019	22:17:19	619.83	3.8584	3.8706	4.0048	4.0077																						
1/27/2019	22:17:21	621.28	3.8555	3.8699	4.0042	4.0073																						
1/27/2019	22:17:22	622.47	3.8536	3.8706	4.0059	4.0077																						
1/27/2019	22:17:23	623.72	3.8533	3.8712	4.0047	4.0083																						
1/27/2019	22:17:25	625.17	3.8539	3.8705	4.0045	4.0091																						
1/27/2019	22:17:26	626.45	3.8543	3.8688	4.0026	4.0105																						
1/27/2019	22:17:27	627.94	3.8536	3.8684	4.0044	4.0097																						
1/27/2019	22:17:29	629.55	3.8518	3.8674	4.0034	4.0106																						
1/27/2019	22:17:30	631.03	3.8524	3.8655	4.003	4.0089																						
1/27/2019	22:17:32	632.3	3.8506	3.8621	4.0019	4.0088																						
1/27/2019	22:17:33	633.66	3.8513	3.8608	4.0036	4.0073																						
1/27/2019	22:17:35	635.22	3.8506	3.8597	4.0048	4.006																						
1/27/2019	22:17:36	636.66	3.8509	3.8611	4.0043	4.0043																						
1/27/2019	22:17:38	638.2	3.8514	3.8604	4.0038	4.0041																						
1/27/2019	22:17:39	639.5	3.8496	3.8601	4.0034	4.0049																						
1/27/2019	22:17:41	641.17	3.8489	3.8586	4.0025	4.0039																						
1/27/2019	22:17:42	642.81	3.8462	3.8578	4.0027	4.0036																						
1/27/2019	22:17:43	644.03	3.846	3.8578	4.0025	4.0015																						
1/27/2019	22:17:45	645.2	3.8452	3.8571	4.0016	4.0023																						
1/27/2019	22:17:46	646.55	3.8466	3.8573	3.9982	4.0011																						
1/27/2019	22:17:47	647.7	3.8474	3.8571	3.9957	4.0014																						
1/27/2019	22:17:48	649	3.8487	3.8556	3.9971	4.0005																						
1/27/2019	22:17:50	650.44	3.8466	3.8535	3.9972	4.0014																						
1/27/2019	22:17:51	651.84	3.8449	3.8525	3.9978	4.0027																						
1/27/2019	22:17:53	653.2	3.8436	3.854	3.9988	4.0042																						
1/27/2019	22:17:54	654.53	3.8445	3.8544	3.9985	4.0025																						
1/27/2019	22:17:55	655.78	3.8445	3.8536	3.9989	4.001																						
1/27/2019	22:17:56	656.97	3.844	3.8521	3.9983	3.9996																						
1/27/2019	22:17:58	658.44	3.8429	3.8525	4.0014	4.0003																						
1/27/2019	22:17:59	659.73	3.844	3.8547	4.001	4.0006																						
1/27/2019	22:18:01	661.16	3.8439	3.8549	3.9999	4.0001																						
1/27/2019	22:18:02	662.59	3.8439	3.8545	3.9973	3.9989																						
1/27/2019	22:18:03	663.95	3.8414	3.8535	3.9967	3.9984																						
1/27/2019	22:18:05	665.41	3.8415	3.8542	3.9963	3.9985																						
1/27/2019	22:18:06	666.84	3.84	3.8535	3.9959	3.9992																						
1/27/2019	22:18:08	668.45	3.8415	3.8513	3.997	4.0016																						
1/27/2019	22:18:09	669.77	3.8413	3.8497	3.9988	4.0029																						
1/27/2019	22:18:11	671.16	3.8408	3.8493	4.0002	4.0029																						
1/27/2019	22:18:12	672.61	3.839	3.8503	3.9995	4.0005																						
1/27/2019	22:18:13	673.8	3.8377	3.8489	3.9974	4.0002																						
1/27/2019	22:18:15	675.27	3.8386	3.8481	3.9954	4.0003																						
1/27/2019	22:18:16	676.77	3.8392	3.8471	3.997	3.9993																						
1/27/2019	22:18:18	678.12	3.8407	3.8482	3.997	3.9956																						
1/27/2019	22:18:19	679.62	3.8396	3.8479	4.0002	3.9941																						
1/27/2019	22:18:21	681.12	3.8393	3.8476	3.9987	3.9926																						
1/27/2019	22:18:22	682.48	3.8381	3.8485	3.9984	3.9938																						
1/27/2019	22:18:23	684	3.8382	3.8489	3.9949	3.9929																						
1/27/2019	22:18:25	685.62	3.8374	3.8492	3.9937	3.9936																						
1/27/2019	22:18:26	686.98	3.8365	3.8477	3.9923	3.9938																						
1/27/2019	22:18:28	688.53	3.8383	3.8465	3.9928	3.993																						
1/27/2019	22:18:29	690.09	3.8378	3.8453	3.9947	3.9932																						
1/27/2019	22:18:31	691.61	3.837	3.8451	3.9951	3.9923																						
1/27/2019	22:18:34	694.2	3.8349	3.8462	3.9947	3.9947																						
1/27/2019	22:18:35	695.64	3.8347	3.8465	3.9933	3.9953																						
1/27/2019	22:18:37	697.14	3.8347	3.8452	3.9926	3.995																						
1/27/2019	22:18:38	698.34	3.8341	3.8436	3.9943	3.9946																						
1/27/2019	22:18:39	699.78	3.8334	3.8418	3.9946	3.9936																						
1/27/2019	22:18:40	701.11	3.8341	3.843	3.9976	3.9944																						
1/27/2019	22:18:43	703.3	3.8339	3.8425	3.9962	3.9925																						
1/27/2019	22:18:44	704.84	3.833	3.8429	3.9961	3.9923																						
1/27/2019	22:18:46	706.55	3.8333	3.8423	3.9939	3.9909																						
1/27/2019	22:18:47	707.95	3.8321	3.8431	3.9933	3.9911																						
1/27/2019	22:18:49	709.36	3.8331	3.8426	3.9936	3.9894																						
1/27/2019	22:18:50	710.89	3.8318	3.8423	3.9946	3.9883																						
1/27/2019	22:18:52	712.14	3.8335	3.8414	3.9961	3.989																						
1/27/2019	22:18:53	713.58	3.8318	3.842	3.9955	3.9907																						
1/27/2019	22:18:54	715	3.8306	3.842	3.9933	3.9921																						
1/27/2019	22:18:56	716.52	3.828	3.8413	3.9917	3.9923																						
1/27/2019	22:18:57	717.81	3.8285	3.8413	3.9893	3.9902																						
1/27/2019	22:18:59	719.77	3.8285	3.841	3.9906	3.9889																						
1/27/2019	22:19:02	722.42	3.8295	3.8423	3.9905	3.9882																						
1/27/2019	22:19:03	723.98	3.8281	3.8417	3.9911	3.9893																						
1/27/2019	22:19:05	725.25	3.8288	3.8427	3.9913	3.9887																						
1/27/2019	22:19:06	726.56	3.8279	3.8422	3.9909	3.9864																						
1/27/2019	22:19:07	728.06	3.8272	3.8419	3.9914	3.9872																						
1/27/2019	22:19:09	729.33	3.8243	3.8407	3.9878	3.9898																						
1/27/2019	22:19:10	730.55	3.8244	3.8407	3.9896	3.9907																						
1/27/2019	22:19:11	731.83	3.8247	3.84	3.9909	3.9906																						
1/27/2019	22:19:13	733.19	3.8261	3.8407	3.9953	3.9903																						
1/27/2019	22:19:14	734.72	3.8268	3.8413	3.9957	3.9912																						
1/27/2019	22:19:16	736.14	3.8277	3.8429	3.9939	3.9917																						
1/27/2019	22:19:17	737.5	3.8274	3.8421	3.9936	3.9926																						
1/27/2019	22:19:18	738.78	3.8257	3.8413	3.9918	3.9936																						
1/27/2019	22:19:19	740.09	3.8239	3.8424	3.9927	3.994																						
1/27/2019	22:19:21	741.41	3.8243	3.8437	3.9917	3.9921																						
1/27/2019	22:19:22	742.7	3.8236	3.8438	3.9898	3.9918																						
1/27/2019	22:19:23	744.03	3.8242	3.8414	3.992	3.9907																						
1/27/2019	22:19:25	745.48	3.8223	3.8398	3.9904	3.9898																						
1/27/2019	22:19:26	746.87	3.8234	3.8401	3.9935	3.9879																						
1/27/2019	22:19:28	748.28	3.8217	3.8411	3.9896	3.9852																						
1/27/2019	22:19:29	749.81	3.8216	3.842	3.9899	3.9822																						
1/27/2019	22:19:31	751.2	3.8209	3.8419	3.9884	3.9815																						
1/27/2019	22:19:32	752.58	3.8209	3.8428	3.9886	3.9818																						
1/27/2019	22:19:33	753.92	3.8213	3.8417	3.9879	3.9838																						
1/27/2019	22:19:35	755.19	3.8204	3.8407	3.9867	3.984																						
1/27/2019	22:19:36	756.59	3.8206	3.839	3.9863	3.9852																						
1/27/2019	22:19:38	758.12	3.8182	3.8378	3.9866	3.9871																						
1/27/2019	22:19:39	759.53	3.8183	3.8383	3.9881	3.9874																						
1/27/2019	22:19:41	761.55	3.8179	3.8377	3.9881	3.9865																						
1/27/2019	22:19:42	763.03	3.8187	3.8375	3.9866	3.984																						
1/27/2019	22:19:44	764.44	3.8193	3.8346	3.9856	3.9824																						
1/27/2019	22:19:45	765.98	3.8186	3.8347	3.9844	3.9812																						
1/27/2019	22:19:47	767.55	3.8176	3.8355	3.9834	3.9814																						
1/27/2019	22:19:48	768.94	3.8155	3.8368	3.9819	3.9822																						
1/27/2019	22:19:50	770.27	3.8149	3.8349	3.9823	3.9827																						
1/27/2019	22:19:51	771.52	3.8146	3.8349	3.9825	3.9814																						
1/27/2019	22:19:52	772.81	3.8148	3.8341	3.9819	3.9802																						
1/27/2019	22:19:54	774.14	3.815	3.8357	3.981	3.9789																						
1/27/2019	22:19:55	775.78	3.8152	3.8335	3.9808	3.9781																						
1/27/2019	22:19:57	777.19	3.8133	3.8329	3.9815	3.9792																						
1/27/2019	22:19:58	778.53	3.8114	3.8311	3.9826	3.9798																						
1/27/2019	22:19:59	779.91	3.8111	3.8303	3.9854	3.979																						
1/27/2019	22:20:01	781.17	3.8103	3.8307	3.985	3.9789																						
1/27/2019	22:20:02	782.44	3.8115	3.8312	3.9847	3.9772																						
1/27/2019	22:20:03	783.83	3.812	3.831	3.9829	3.9769																						
1/27/2019	22:20:05	785.23	3.8121	3.8296	3.9825	3.9764																						
1/27/2019	22:20:06	786.73	3.8089	3.8299	3.9802	3.9771																						
1/27/2019	22:20:08	788.28	3.8066	3.8315	3.9806	3.9777																						
1/27/2019	22:20:09	789.91	3.8067	3.8315	3.9804	3.9767																						
1/27/2019	22:20:11	791.41	3.8074	3.8313	3.9824	3.9768																						
1/27/2019	22:20:12	792.67	3.8078	3.8316	3.981	3.9772																						
1/27/2019	22:20:13	793.95	3.8074	3.8326	3.9788	3.9769																						
1/27/2019	22:20:15	795.23	3.8059	3.8318	3.9765	3.9763																						
1/27/2019	22:20:16	796.58	3.8039	3.8302	3.9765	3.9777																						
1/27/2019	22:20:17	798	3.8031	3.8298	3.9784	3.9765																						
1/27/2019	22:20:19	799.28	3.8028	3.8287	3.9817	3.9755																						
1/27/2019	22:20:20	800.58	3.8022	3.8298	3.982	3.9741																						
1/27/2019	22:20:21	801.89	3.8017	3.8295	3.9817	3.9751																						
1/27/2019	22:20:23	803.25	3.8033	3.8302	3.9799	3.9769																						
1/27/2019	22:20:24	804.53	3.8025	3.8303	3.9788	3.9767																						
1/27/2019	22:20:26	806.19	3.8021	3.8302	3.9788	3.976																						
1/27/2019	22:20:27	807.28	3.8001	3.8305	3.9788	3.9764																						
1/27/2019	22:20:28	808.86	3.8013	3.8294	3.9788	3.9766																						
1/27/2019	22:20:29	810.11	3.8018	3.8286	3.9761	3.9772																						
1/27/2019	22:20:31	811.48	3.8028	3.8288	3.975	3.9746																						
1/27/2019	22:20:32	812.73	3.8018	3.8277	3.9757	3.9741																						
1/27/2019	22:20:33	813.97	3.8006	3.8284	3.9785	3.9755																						
1/27/2019	22:20:35	815.5	3.7999	3.8275	3.9766	3.9759																						
1/27/2019	22:20:36	816.87	3.799	3.8277	3.9732	3.9754																						
1/27/2019	22:20:38	818.58	3.7982	3.8278	3.9721	3.9743																						
1/27/2019	22:20:39	820.06	3.7975	3.8281	3.9728	3.9749																						
1/27/2019	22:20:41	821.44	3.7969	3.8287	3.9753	3.9755																						
1/27/2019	22:20:42	822.69	3.7969	3.8284	3.9738	3.9746																						
1/27/2019	22:20:43	823.91	3.796	3.8283	3.9744	3.9751																						
1/27/2019	22:20:45	825.19	3.7964	3.8281	3.9729	3.9738																						
1/27/2019	22:20:46	826.62	3.7956	3.8265	3.9731	3.975																						
1/27/2019	22:20:48	828.12	3.7949	3.8249	3.971	3.9749																						
1/27/2019	22:20:49	829.36	3.7936	3.8248	3.971	3.9746																						
1/27/2019	22:20:50	830.64	3.7936	3.8248	3.971	3.9728																						
1/27/2019	22:20:51	832.03	3.7938	3.8251	3.9714	3.9725																						
1/27/2019	22:20:53	833.58	3.7938	3.8237	3.9719	3.9726																						
1/27/2019	22:20:54	834.83	3.793	3.8245	3.9735	3.9719																						
1/27/2019	22:20:56	836.14	3.7928	3.8236	3.9747	3.9709																						
1/27/2019	22:20:57	837.64	3.7944	3.8249	3.9732	3.9706																						
1/27/2019	22:20:58	839.06	3.7937	3.8251	3.972	3.9708																						
1/27/2019	22:21:00	840.58	3.793	3.8255	3.9706	3.9694																						
1/27/2019	22:21:01	841.78	3.7913	3.8237	3.9716	3.968																						
1/27/2019	22:21:02	843.06	3.7922	3.8224	3.9719	3.9686																						
1/27/2019	22:21:04	844.5	3.7922	3.8207	3.9709	3.9701																						
1/27/2019	22:21:05	845.91	3.7918	3.8208	3.9699	3.9722																						
1/27/2019	22:21:07	847.19	3.7896	3.8204	3.9688	3.971																						
1/27/2019	22:21:08	848.53	3.7892	3.8214	3.9699	3.9695																						
1/27/2019	22:21:10	850.36	3.789	3.8215	3.9712	3.9678																						
1/27/2019	22:21:11	851.72	3.7892	3.8203	3.9704	3.966																						
1/27/2019	22:21:13	853.14	3.7902	3.8196	3.9689	3.9647																						
1/27/2019	22:21:14	854.66	3.7894	3.8184	3.9695	3.9648																						
1/27/2019	22:21:15	856.02	3.7902	3.8175	3.9713	3.9656																						
1/27/2019	22:21:17	857.31	3.7876	3.8164	3.9728	3.966																						
1/27/2019	22:21:18	858.64	3.7883	3.8151	3.9708	3.9642																						
1/27/2019	22:21:19	860	3.7868	3.8151	3.9704	3.9643																						
1/27/2019	22:21:21	861.47	3.7861	3.8157	3.9693	3.9634																						
1/27/2019	22:21:22	862.81	3.7856	3.817	3.9693	3.9639																						
1/27/2019	22:21:24	864.2	3.785	3.8169	3.9667	3.9629																						
1/27/2019	22:21:25	865.55	3.7844	3.8174	3.9676	3.9632																						
1/27/2019	22:21:26	866.92	3.7837	3.8159	3.9696	3.9633																						
1/27/2019	22:21:28	868.25	3.7833	3.8164	3.9706	3.9612																						
1/27/2019	22:21:29	869.64	3.785	3.8148	3.97	3.9606																						
1/27/2019	22:21:30	871.09	3.7845	3.8149	3.9687	3.9598																						
1/27/2019	22:21:32	872.42	3.7849	3.8139	3.9686	3.9607																						
1/27/2019	22:21:33	873.8	3.785	3.8134	3.969	3.9617																						
1/27/2019	22:21:35	875.39	3.7842	3.8141	3.9676	3.9612																						
1/27/2019	22:21:36	876.69	3.7837	3.8127	3.9681	3.962																						
1/27/2019	22:21:37	878.06	3.7818	3.8122	3.9676	3.9621																						
1/27/2019	22:21:39	879.42	3.7802	3.8115	3.9687	3.9617																						
1/27/2019	22:21:40	880.97	3.7781	3.8136	3.9687	3.9604																						
1/27/2019	22:21:42	882.7	3.7779	3.8131	3.9691	3.9585																						
1/27/2019	22:21:44	884.56	3.7785	3.8128	3.969	3.9594																						
1/27/2019	22:21:45	885.94	3.7811	3.8114	3.9682	3.96																						
1/27/2019	22:21:47	887.3	3.7792	3.8119	3.9683	3.9604																						
1/27/2019	22:21:48	888.7	3.7792	3.8114	3.9678	3.9581																						
1/27/2019	22:21:50	890.14	3.7764	3.8106	3.9697	3.9561																						
1/27/2019	22:21:51	891.58	3.7765	3.8105	3.9678	3.9547																						
1/27/2019	22:21:52	892.83	3.7756	3.8099	3.9683	3.9556																						
1/27/2019	22:21:53	894.06	3.7773	3.81	3.9666	3.956																						
1/27/2019	22:21:55	895.39	3.7764	3.8105	3.9682	3.9577																						
1/27/2019	22:21:56	896.83	3.7769	3.8116	3.9681	3.9552																						
1/27/2019	22:21:58	898.22	3.7767	3.8116	3.9668	3.9537																						
1/27/2019	22:21:59	899.53	3.7778	3.8124	3.9664	3.95																						
1/27/2019	22:22:00	900.91	3.7773	3.8119	3.9648	3.9516																						
1/27/2019	22:22:02	902.33	3.7773	3.8119	3.9657	3.9525																						
1/27/2019	22:22:03	903.72	3.776	3.8106	3.9666	3.953																						
1/27/2019	22:22:04	905.02	3.7763	3.8113	3.9667	3.9516																						
1/27/2019	22:22:06	906.23	3.7745	3.8106	3.9666	3.9524																						
1/27/2019	22:22:07	907.62	3.7759	3.8094	3.9652	3.9521																						
1/27/2019	22:22:09	909.23	3.7741	3.8084	3.9644	3.9541																						
1/27/2019	22:22:10	910.5	3.7745	3.808	3.9647	3.953																						
1/27/2019	22:22:11	912.02	3.7736	3.8082	3.9632	3.9538																						
1/27/2019	22:22:13	913.37	3.7746	3.8078	3.9644	3.9528																						
1/27/2019	22:22:14	914.77	3.7719	3.8072	3.964	3.9536																						
1/27/2019	22:22:16	916.14	3.7719	3.8068	3.9651	3.953																						
1/27/2019	22:22:17	917.62	3.7703	3.8056	3.9644	3.9519																						
1/27/2019	22:22:18	918.97	3.7717	3.8064	3.964	3.9517																						
1/27/2019	22:22:20	920.44	3.7718	3.8051	3.966	3.9519																						
1/27/2019	22:22:21	921.91	3.773	3.806	3.9655	3.9504																						
1/27/2019	22:22:23	923.39	3.7724	3.8053	3.9652	3.9485																						
1/27/2019	22:22:24	924.66	3.7711	3.8073	3.9615	3.9473																						
1/27/2019	22:22:25	925.98	3.7696	3.8067	3.961	3.9481																						
1/27/2019	22:22:27	927.39	3.7698	3.8069	3.961	3.9502																						
1/27/2019	22:22:28	929.11	3.7694	3.8067	3.9618	3.9523																						
1/27/2019	22:22:30	930.44	3.7694	3.8047	3.9621	3.9536																						
1/27/2019	22:22:31	931.73	3.7667	3.8011	3.9604	3.9506																						
1/27/2019	22:22:32	933.08	3.7655	3.797	3.9613	3.9492																						
1/27/2019	22:22:34	934.67	3.7633	3.7974	3.9605	3.9477																						
1/27/2019	22:22:35	935.92	3.7634	3.7994	3.9616	3.9477																						
1/27/2019	22:22:37	937.28	3.7645	3.7983	3.962	3.9458																						
1/27/2019	22:22:38	938.67	3.7675	3.7976	3.9626	3.9442																						
1/27/2019	22:22:40	940.17	3.7699	3.7942	3.9613	3.9433																						
1/27/2019	22:22:41	941.47	3.7694	3.7936	3.9596	3.9432																						
1/27/2019	22:22:42	942.84	3.7678	3.7924	3.96	3.945																						
1/27/2019	22:22:44	944.12	3.7683	3.7924	3.9625	3.9449																						
1/27/2019	22:22:45	945.39	3.7691	3.7942	3.9625	3.9446																						
1/27/2019	22:22:46	946.73	3.7698	3.7919	3.962	3.9433																						
1/27/2019	22:22:47	948.03	3.768	3.7932	3.9598	3.9442																						
1/27/2019	22:22:49	949.61	3.7671	3.7906	3.9586	3.9448																						
1/27/2019	22:22:50	950.86	3.7658	3.7892	3.9581	3.9449																						
1/27/2019	22:22:52	952.25	3.7663	3.7866	3.959	3.9445																						
1/27/2019	22:22:53	953.64	3.7678	3.788	3.9596	3.9444																						
1/27/2019	22:22:54	954.98	3.7675	3.7871	3.9591	3.9452																						
1/27/2019	22:22:56	956.5	3.7667	3.7882	3.9581	3.9464																						
1/27/2019	22:22:57	957.84	3.7643	3.7881	3.9583	3.9455																						
1/27/2019	22:22:59	959.17	3.7631	3.7879	3.958	3.9454																						
1/27/2019	22:23:00	960.67	3.7612	3.7865	3.9598	3.9433																						
1/27/2019	22:23:01	962.03	3.7605	3.7843	3.9583	3.945																						
1/27/2019	22:23:03	963.47	3.7616	3.7882	3.959	3.9427																						
1/27/2019	22:23:04	965	3.7628	3.7909	3.9573	3.943																						
1/27/2019	22:23:06	966.47	3.7629	3.7907	3.9592	3.9428																						
1/27/2019	22:23:07	967.7	3.7625	3.7876	3.9592	3.9423																						
1/27/2019	22:23:08	969.05	3.7631	3.7844	3.9612	3.9415																						
1/27/2019	22:23:10	970.58	3.7651	3.7862	3.9587	3.9413																						
1/27/2019	22:23:11	971.84	3.7655	3.7857	3.9605	3.9428																						
1/27/2019	22:23:12	973.06	3.7646	3.785	3.9573	3.943																						
1/27/2019	22:23:14	974.33	3.762	3.7832	3.9597	3.9421																						
1/27/2019	22:23:15	975.66	3.762	3.7845	3.9572	3.9424																						
1/27/2019	22:23:17	977.16	3.7621	3.7832	3.9588	3.9422																						
1/27/2019	22:23:18	978.42	3.762	3.7812	3.9588	3.9414																						
1/27/2019	22:23:19	979.64	3.7605	3.7792	3.9587	3.94																						
1/27/2019	22:23:20	980.95	3.7592	3.7785	3.9579	3.9399																						
1/27/2019	22:23:22	982.2	3.7592	3.7802	3.9568	3.9406																						
1/27/2019	22:23:24	984.19	3.7601	3.7808	3.9578	3.941																						
1/27/2019	22:23:25	985.66	3.7615	3.7827	3.9582	3.9404																						
1/27/2019	22:23:27	987.16	3.7604	3.7815	3.9583	3.94																						
1/27/2019	22:23:28	988.59	3.7604	3.7806	3.9574	3.9395																						
1/27/2019	22:23:29	989.91	3.7594	3.7816	3.956	3.9396																						
1/27/2019	22:23:31	991.19	3.7599	3.7811	3.9554	3.9386																						
1/27/2019	22:23:32	992.47	3.7596	3.783	3.955	3.9384																						
1/27/2019	22:23:33	993.84	3.7595	3.7805	3.9563	3.9378																						
1/27/2019	22:23:35	995.28	3.7581	3.7821	3.9571	3.9387																						
1/27/2019	22:23:36	996.73	3.757	3.7801	3.9591	3.9399																						
1/27/2019	22:23:37	998.05	3.7574	3.7818	3.9595	3.9421																						
