Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4																						 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)
1/27/2019	22:48:21	2481.28	3.7548	3.7445	3.9299	3.9771																						
1/27/2019	22:48:22	2482.53	3.7564	3.7455	3.9294	3.9748																						
1/27/2019	22:48:23	2483.78	3.7572	3.745	3.9304	3.9752																						
1/27/2019	22:48:24	2485.08	3.7575	3.7452	3.9286	3.9737																						
1/27/2019	22:48:26	2486.3	3.7569	3.7452	3.9294	3.9732																						
1/27/2019	22:48:27	2487.56	3.7576	3.7462	3.9284	3.9744																						
1/27/2019	22:48:28	2488.83	3.7579	3.7463	3.9273	3.974																						
1/27/2019	22:48:29	2490.11	3.7577	3.7467	3.9272	3.9763																						
1/27/2019	22:48:31	2491.45	3.7573	3.7471	3.9292	3.9761																						
1/27/2019	22:48:32	2492.84	3.7571	3.7456	3.9337	3.9791																						
1/27/2019	22:48:33	2494.11	3.7552	3.7441	3.934	3.981																						
1/27/2019	22:48:35	2495.42	3.7564	3.7433	3.9321	3.9818																						
1/27/2019	22:48:36	2496.98	3.7569	3.7441	3.9311	3.9805																						
1/27/2019	22:48:38	2498.25	3.7604	3.7441	3.9296	3.9791																						
1/27/2019	22:48:39	2499.5	3.7588	3.7458	3.9303	3.98																						
1/27/2019	22:48:40	2500.75	3.7595	3.7465	3.9291	3.9801																						
1/27/2019	22:48:41	2502.06	3.7575	3.7467	3.9283	3.9791																						
1/27/2019	22:48:43	2503.34	3.7583	3.7454	3.9273	3.9765																						
1/27/2019	22:48:44	2504.7	3.7572	3.746	3.9276	3.9749																						
1/27/2019	22:48:45	2505.91	3.7584	3.7467	3.9289	3.9736																						
1/27/2019	22:48:47	2507.14	3.7595	3.7471	3.928	3.9735																						
1/27/2019	22:48:48	2508.47	3.7592	3.7457	3.9294	3.9749																						
1/27/2019	22:48:49	2509.83	3.7592	3.7447	3.9299	3.976																						
1/27/2019	22:48:50	2511.09	3.7589	3.7442	3.9325	3.9754																						
1/27/2019	22:48:52	2512.48	3.7596	3.746	3.9325	3.9737																						
1/27/2019	22:48:53	2513.87	3.7602	3.7457	3.9314	3.9729																						
1/27/2019	22:48:54	2515.09	3.7589	3.7451	3.9308	3.9736																						
1/27/2019	22:48:56	2516.42	3.7593	3.7444	3.931	3.9753																						
1/27/2019	22:48:57	2517.77	3.7591	3.7448	3.931	3.977																						
1/27/2019	22:48:59	2519.12	3.7592	3.7457	3.9293	3.9766																						
1/27/2019	22:49:00	2520.45	3.7568	3.7447	3.9283	3.9745																						
1/27/2019	22:49:01	2521.81	3.7571	3.7441	3.9284	3.9721																						
1/27/2019	22:49:03	2523.12	3.7584	3.7434	3.9303	3.9736																						
1/27/2019	22:49:04	2524.55	3.7591	3.7444	3.9301	3.9742																						
1/27/2019	22:49:05	2525.89	3.758	3.7449	3.9295	3.9732																						
1/27/2019	22:49:07	2527.14	3.7584	3.7455	3.9281	3.9716																						
1/27/2019	22:49:08	2528.41	3.7596	3.7448	3.9273	3.9723																						
1/27/2019	22:49:09	2529.81	3.7596	3.7457	3.9292	3.9752																						
1/27/2019	22:49:11	2531.22	3.7587	3.7462	3.93	3.9774																						
1/27/2019	22:49:12	2532.5	3.7596	3.7466	3.9308	3.9784																						
1/27/2019	22:49:13	2533.7	3.7611	3.7454	3.9307	3.9788																						
1/27/2019	22:49:15	2535.17	3.7628	3.7447	3.928	3.9784																						
1/27/2019	22:49:16	2536.59	3.762	3.7442	3.9274	3.9774																						
1/27/2019	22:49:17	2538	3.7622	3.7446	3.9272	3.9777																						
1/27/2019	22:49:19	2539.23	3.7618	3.7435	3.9288	3.9773																						
1/27/2019	22:49:20	2540.55	3.7631	3.7444	3.9277	3.9794																						
1/27/2019	22:49:21	2542.05	3.7634	3.7445	3.9274	3.9804																						
1/27/2019	22:49:23	2543.23	3.7618	3.7465	3.9287	3.9819																						
1/27/2019	22:49:24	2544.47	3.7607	3.7439	3.9308	3.9823																						
1/27/2019	22:49:25	2545.84	3.761	3.7447	3.9303	3.9822																						
1/27/2019	22:49:27	2547.19	3.7612	3.7443	3.9311	3.9834																						
1/27/2019	22:49:28	2548.37	3.7611	3.7466	3.9297	3.9814																						
1/27/2019	22:49:29	2549.64	3.7619	3.7458	3.9303	3.9819																						
1/27/2019	22:49:30	2550.86	3.7605	3.7451	3.9308	3.9815																						
1/27/2019	22:49:32	2552.14	3.7603	3.745	3.9311	3.9831																						
1/27/2019	22:49:33	2553.55	3.7572	3.7456	3.9293	3.9843																						
1/27/2019	22:49:34	2554.86	3.7591	3.746	3.927	3.9829																						
1/27/2019	22:49:36	2556.2	3.7599	3.7458	3.9273	3.983																						
1/27/2019	22:49:37	2557.67	3.7605	3.7465	3.9291	3.9814																						
1/27/2019	22:49:38	2558.97	3.7605	3.7475	3.9295	3.9827																						
1/27/2019	22:49:40	2560.2	3.7599	3.7483	3.9282	3.9817																						
1/27/2019	22:49:41	2561.44	3.7609	3.7485	3.9285	3.9798																						
1/27/2019	22:49:42	2562.77	3.7613	3.7488	3.9295	3.9789																						
1/27/2019	22:49:43	2564.09	3.7605	3.7482	3.9313	3.9776																						
1/27/2019	22:49:45	2565.48	3.7585	3.7477	3.932	3.9783																						
1/27/2019	22:49:46	2566.81	3.7599	3.7484	3.9305	3.978																						
1/27/2019	22:49:48	2568.12	3.761	3.7491	3.9296	3.9788																						
1/27/2019	22:49:49	2569.31	3.7628	3.7493	3.9278	3.9793																						
1/27/2019	22:49:50	2570.5	3.7611	3.7478	3.9288	3.9796																						
1/27/2019	22:49:51	2571.87	3.7593	3.7481	3.9289	3.9788																						
1/27/2019	22:49:53	2573.34	3.7603	3.748	3.93	3.9801																						
1/27/2019	22:49:54	2574.67	3.7597	3.7474	3.9297	3.9804																						
1/27/2019	22:49:55	2575.83	3.7619	3.7466	3.93	3.9832																						
1/27/2019	22:49:57	2577.16	3.7607	3.7473	3.9308	3.9855																						
1/27/2019	22:49:58	2578.5	3.7608	3.7482	3.9292	3.9865																						
1/27/2019	22:49:59	2579.86	3.7609	3.7481	3.9292	3.9865																						
1/27/2019	22:50:01	2581.12	3.7616	3.7468	3.9277	3.9827																						
1/27/2019	22:50:02	2582.47	3.7623	3.7474	3.9288	3.9792																						
1/27/2019	22:50:03	2583.81	3.763	3.7476	3.9285	3.9785																						
1/27/2019	22:50:05	2585.39	3.7621	3.7476	3.9297	3.9789																						
1/27/2019	22:50:06	2586.72	3.7604	3.747	3.9305	3.9807																						
1/27/2019	22:50:07	2587.89	3.7592	3.7478	3.9329	3.9813																						
1/27/2019	22:50:08	2589.11	3.7597	3.7484	3.9311	3.981																						
1/27/2019	22:50:10	2590.34	3.7616	3.7474	3.9324	3.9798																						
1/27/2019	22:50:11	2591.53	3.7624	3.7468	3.9309	3.9793																						
1/27/2019	22:50:12	2592.72	3.763	3.7462	3.9339	3.9804																						
1/27/2019	22:50:13	2593.91	3.7624	3.7466	3.9316	3.9813																						
1/27/2019	22:50:14	2595.11	3.7603	3.7457	3.9322	3.981																						
1/27/2019	22:50:16	2596.33	3.7589	3.7462	3.9301	3.9783																						
1/27/2019	22:50:17	2597.53	3.7588	3.7463	3.9295	3.9804																						
1/27/2019	22:50:18	2598.7	3.7611	3.7464	3.9268	3.9801																						
1/27/2019	22:50:19	2599.87	3.7611	3.7443	3.925	3.9836																						
1/27/2019	22:50:20	2601.11	3.7605	3.7443	3.9251	3.9812																						
1/27/2019	22:50:22	2602.37	3.759	3.7452	3.9276	3.9825																						
1/27/2019	22:50:23	2603.66	3.76	3.7459	3.927	3.9816																						
