timestamp(ticks/UTC),solar(V),batt(V),bus(V),solar(I),batt(I),bus(I),batt_temp(C),chg_stat,chg_fault
1739692338.707,0.14,3.98,3.96,0.000,-0.191,0.193,0.0,0,0
1739692367.433,0.14,3.98,3.96,0.000,-0.202,0.205,0.0,0,0
1739692396.156,0.14,3.98,3.96,0.000,-0.198,0.201,0.0,0,0
1739692424.882,0.14,3.98,3.96,0.000,-0.199,0.202,0.0,0,0
1739692453.609,0.14,3.98,3.96,0.000,-0.224,0.227,0.0,0,0
1739692482.332,0.14,3.98,3.96,0.000,-0.190,0.193,0.0,0,0
1739692511.058,0.14,3.98,3.96,0.000,-0.219,0.221,0.0,0,0
1739692539.781,0.14,3.98,3.95,0.000,-0.241,0.244,0.0,0,0
1739692568.507,0.14,3.98,3.94,0.000,-0.276,0.279,0.0,0,0
1739692597.230,0.14,3.97,3.94,0.000,-0.281,0.284,0.0,0,0
1739692625.957,0.14,3.98,3.94,0.000,-0.267,0.269,0.0,0,0
1739692654.679,0.14,3.98,3.95,0.000,-0.254,0.256,0.0,0,0
1739692683.406,0.14,3.98,3.94,0.000,-0.265,0.267,0.0,0,0
1739692712.183,0.14,3.98,3.96,0.000,-0.195,0.199,0.0,0,0
1739692740.855,0.14,3.98,3.95,0.000,-0.228,0.230,0.0,0,0
1739692769.582,0.14,3.98,3.95,0.000,-0.238,0.241,0.0,0,0
1739692798.304,0.14,3.98,3.96,0.000,-0.195,0.198,0.0,0,0
1739692827.031,0.14,3.98,3.97,0.000,-0.172,0.175,0.0,0,0
1739692855.753,0.14,3.98,3.96,0.000,-0.178,0.181,0.0,0,0
1739692884.480,0.14,3.98,3.97,0.000,-0.170,0.173,0.0,0,0
1739692913.207,0.14,3.98,3.96,0.000,-0.182,0.185,0.0,0,0
1739692941.929,0.14,3.98,3.96,0.000,-0.197,0.200,0.0,0,0
1739692970.656,0.14,3.98,3.95,0.000,-0.216,0.219,0.0,0,0
1739692999.378,0.14,3.98,3.96,0.000,-0.199,0.202,0.0,0,0
1739693028.128,0.14,3.98,3.97,0.000,-0.166,0.169,0.0,0,0
1739693056.828,0.14,3.98,3.96,0.000,-0.204,0.207,0.0,0,0
1739693085.554,0.14,3.98,3.96,0.000,-0.172,0.174,0.0,0,0
1739693114.277,0.14,3.98,3.96,0.000,-0.179,0.182,0.0,0,0
1739693143.003,0.14,3.98,3.96,0.000,-0.179,0.182,0.0,0,0
1739693171.730,0.14,3.98,3.96,0.000,-0.207,0.210,0.0,0,0
1739693200.453,0.14,3.98,3.96,0.000,-0.168,0.171,0.0,0,0
1739693229.179,0.14,3.98,3.96,0.000,-0.200,0.203,0.0,0,0
1739693257.902,0.14,3.98,3.95,0.000,-0.205,0.208,0.0,0,0
1739693286.628,0.14,3.98,3.95,0.000,-0.213,0.215,0.0,0,0
1739693315.351,0.14,3.98,3.95,0.000,-0.239,0.242,0.0,0,0
1739693344.078,0.14,3.98,3.94,0.000,-0.248,0.251,0.0,0,0
1739693372.804,0.14,3.98,3.95,0.000,-0.237,0.240,0.0,0,0
1739693401.527,0.14,3.97,3.94,0.000,-0.263,0.266,0.0,0,0
1739693430.253,0.14,3.97,3.93,0.000,-0.292,0.294,0.0,0,0
1739693458.976,0.14,3.98,3.95,0.000,-0.220,0.223,0.0,0,0
1739693487.703,0.14,3.98,3.96,0.000,-0.187,0.190,0.0,0,0
1739693516.425,0.14,3.98,3.95,0.000,-0.205,0.208,0.0,0,0
1739693545.152,0.14,3.98,3.95,0.000,-0.203,0.207,0.0,0,0
1739693573.875,0.14,3.98,3.95,0.000,-0.219,0.221,0.0,0,0
1739693602.601,0.14,3.98,3.95,0.000,-0.234,0.236,0.0,0,0
1739693631.328,0.14,3.97,3.94,0.000,-0.269,0.272,0.0,0,0
1739693660.050,0.14,3.97,3.95,0.000,-0.226,0.229,0.0,0,0
1739693688.777,0.14,3.98,3.96,0.000,-0.180,0.182,0.0,0,0
1739693717.500,0.14,3.98,3.96,0.000,-0.193,0.197,0.0,0,0
1739693746.226,0.14,3.98,3.96,0.000,-0.184,0.187,0.0,0,0
1739693774.992,0.14,3.98,3.96,0.000,-0.191,0.194,0.0,0,0
1739693803.675,0.14,3.98,3.96,0.000,-0.180,0.183,0.0,0,0
1739693832.402,0.14,3.98,3.96,0.000,-0.186,0.189,0.0,0,0
1739693861.125,0.14,3.98,3.96,0.000,-0.183,0.186,0.0,0,0
1739693889.851,0.14,3.98,3.96,0.000,-0.188,0.191,0.0,0,0
1739693918.574,0.14,3.98,3.96,0.000,-0.179,0.182,0.0,0,0
1739693947.300,0.14,3.98,3.96,0.000,-0.187,0.190,0.0,0,0
1739693976.023,0.14,3.98,3.96,0.000,-0.178,0.181,0.0,0,0
1739694004.750,0.14,3.98,3.96,0.000,-0.183,0.186,0.0,0,0
1739694033.472,0.14,3.98,3.96,0.000,-0.182,0.185,0.0,0,0
1739694062.199,0.14,3.98,3.96,0.000,-0.175,0.178,0.0,0,0
1739694090.937,0.14,3.98,3.96,0.000,-0.180,0.182,0.0,0,0
1739694119.648,0.14,3.98,3.95,0.000,-0.193,0.196,0.0,0,0
1739694148.375,0.14,3.98,3.96,0.000,-0.172,0.175,0.0,0,0
1739694177.097,0.14,3.98,3.96,0.000,-0.183,0.186,0.0,0,0
1739694205.824,0.14,3.98,3.95,0.000,-0.196,0.199,0.0,0,0
1739694234.546,0.14,3.98,3.95,0.000,-0.191,0.194,0.0,0,0
1739694263.273,0.14,3.98,3.96,0.000,-0.169,0.172,0.0,0,0
1739694292.000,0.14,3.98,3.96,0.000,-0.175,0.178,0.0,0,0
1739694320.722,0.14,3.98,3.96,0.000,-0.177,0.179,0.0,0,0
1739694349.449,0.14,3.98,3.95,0.000,-0.184,0.187,0.0,0,0
1739694378.171,0.14,3.98,3.95,0.000,-0.198,0.200,0.0,0,0
1739694406.898,0.14,3.97,3.94,0.000,-0.261,0.263,0.0,0,0
1739694435.621,0.14,3.96,3.93,0.000,-0.308,0.311,0.0,0,0
1739694464.347,0.14,3.97,3.95,0.000,-0.216,0.219,0.0,0,0
1739694493.070,0.14,3.98,3.95,0.000,-0.191,0.194,0.0,0,0
1739694521.859,0.14,3.98,3.96,0.000,-0.173,0.176,0.0,0,0
1739694550.523,0.14,3.98,3.96,0.000,-0.178,0.180,0.0,0,0
1739694579.246,0.14,3.98,3.96,0.000,-0.167,0.170,0.0,0,0
1739694607.972,0.14,3.98,3.96,0.000,-0.174,0.177,0.0,0,0
1739694636.695,0.14,3.98,3.95,0.000,-0.173,0.176,0.0,0,0
1739694665.421,0.14,3.98,3.95,0.000,-0.187,0.190,0.0,0,0
1739694694.144,0.14,3.98,3.95,0.000,-0.197,0.200,0.0,0,0
1739694722.871,0.14,3.97,3.94,0.000,-0.218,0.220,0.0,0,0
1739694751.593,0.14,3.97,3.94,0.000,-0.210,0.213,0.0,0,0
1739694780.320,0.14,3.97,3.95,0.000,-0.212,0.214,0.0,0,0
1739694809.046,0.14,3.97,3.95,0.000,-0.186,0.188,0.0,0,0
1739694837.800,0.14,3.97,3.94,0.000,-0.219,0.222,0.0,0,0
1739694866.496,0.14,3.98,3.95,0.000,-0.170,0.173,0.0,0,0
1739694895.218,0.14,3.98,3.96,0.000,-0.161,0.164,0.0,0,0
1739694923.945,0.14,3.98,3.96,0.000,-0.138,0.141,0.0,0,0
1739694952.667,0.14,3.98,3.96,0.000,-0.143,0.146,0.0,0,0
1739694981.394,0.14,3.98,3.96,0.000,-0.133,0.135,0.0,0,0
1739695010.121,0.14,3.98,3.96,0.000,-0.136,0.139,0.0,0,0
1739695038.843,0.14,3.98,3.96,0.000,-0.140,0.144,0.0,0,0
1739695067.570,0.14,3.98,3.96,0.000,-0.135,0.138,0.0,0,0
1739695096.292,0.14,3.98,3.96,0.000,-0.139,0.142,0.0,0,0
1739695125.019,0.14,3.98,3.96,0.000,-0.159,0.161,0.0,0,0
1739695153.746,0.14,3.97,3.93,0.000,-0.266,0.269,0.0,0,0
1739695182.468,0.14,3.97,3.94,0.000,-0.226,0.229,0.0,0,0
1739695211.191,0.14,3.97,3.94,0.000,-0.228,0.230,0.0,0,0
1739695239.917,0.14,3.98,3.95,0.000,-0.182,0.185,0.0,0,0
1739695268.644,0.14,3.97,3.95,0.000,-0.185,0.188,0.0,0,0
1739695297.367,0.14,3.98,3.95,0.000,-0.174,0.177,0.0,0,0
1739695326.093,0.14,3.97,3.95,0.000,-0.185,0.188,0.0,0,0
1739695354.816,0.14,3.98,3.95,0.000,-0.172,0.175,0.0,0,0
1739695383.542,0.14,3.97,3.95,0.000,-0.182,0.184,0.0,0,0
1739695412.265,0.14,3.98,3.95,0.000,-0.170,0.173,0.0,0,0
1739695440.992,0.14,3.97,3.95,0.000,-0.183,0.186,0.0,0,0
1739695469.718,0.14,3.98,3.95,0.000,-0.172,0.174,0.0,0,0
1739695498.441,0.14,3.97,3.95,0.000,-0.179,0.182,0.0,0,0
1739695527.167,0.14,3.98,3.95,0.000,-0.170,0.172,0.0,0,0
1739695555.890,0.14,3.97,3.95,0.000,-0.198,0.201,0.0,0,0
1739695584.667,0.14,3.97,3.94,0.000,-0.204,0.207,0.0,0,0
1739695613.339,0.14,3.97,3.94,0.000,-0.208,0.210,0.0,0,0
1739695642.066,0.14,3.98,3.95,0.000,-0.170,0.172,0.0,0,0
1739695670.789,0.14,3.97,3.95,0.000,-0.177,0.180,0.0,0,0
1739695699.515,0.14,3.97,3.95,0.000,-0.185,0.187,0.0,0,0
1739695728.242,0.14,3.97,3.95,0.000,-0.175,0.178,0.0,0,0
1739695756.964,0.14,3.97,3.95,0.000,-0.176,0.179,0.0,0,0
1739695785.691,0.14,3.97,3.95,0.000,-0.178,0.181,0.0,0,0
1739695814.414,0.14,3.97,3.94,0.000,-0.201,0.204,0.0,0,0
1739695843.140,0.14,3.97,3.95,0.000,-0.176,0.178,0.0,0,0
1739695871.863,0.14,3.97,3.95,0.000,-0.181,0.184,0.0,0,0
1739695900.613,0.14,3.97,3.95,0.000,-0.167,0.170,0.0,0,0
1739695929.316,0.14,3.97,3.94,0.000,-0.192,0.195,0.0,0,0
1739695958.039,0.14,3.97,3.95,0.000,-0.189,0.191,0.0,0,0
1739695986.765,0.14,3.97,3.95,0.000,-0.181,0.184,0.0,0,0
1739696015.488,0.14,3.97,3.95,0.000,-0.167,0.171,0.0,0,0
1739696044.214,0.14,3.97,3.95,0.000,-0.182,0.185,0.0,0,0
1739696072.937,0.14,3.97,3.94,0.000,-0.201,0.204,0.0,0,0
1739696101.664,0.14,3.96,3.93,0.000,-0.250,0.252,0.0,0,0
1739696130.386,0.14,3.96,3.93,0.000,-0.256,0.259,0.0,0,0
1739696159.113,0.14,3.96,3.92,0.000,-0.297,0.300,0.0,0,0
1739696187.839,0.14,3.96,3.92,0.000,-0.286,0.288,0.0,0,0
1739696216.562,0.14,3.96,3.92,0.000,-0.284,0.287,0.0,0,0
1739696245.289,0.14,3.95,3.91,0.000,-0.328,0.328,0.0,0,0
1739696274.011,0.14,3.97,3.94,0.000,-0.204,0.207,0.0,0,0
1739696302.738,0.14,3.97,3.95,0.000,-0.170,0.172,0.0,0,0
1739696331.460,0.14,3.97,3.95,0.000,-0.172,0.176,0.0,0,0
1739696360.187,0.14,3.97,3.94,0.000,-0.178,0.181,0.0,0,0
1739696388.914,0.14,3.97,3.95,0.000,-0.176,0.179,0.0,0,0
1739696417.636,0.14,3.97,3.94,0.000,-0.201,0.204,0.0,0,0
1739696446.363,0.14,3.97,3.94,0.000,-0.194,0.197,0.0,0,0
1739696475.085,0.14,3.97,3.94,0.000,-0.209,0.212,0.0,0,0
1739696503.812,0.14,3.97,3.94,0.000,-0.200,0.202,0.0,0,0
1739696532.535,0.14,3.97,3.94,0.000,-0.202,0.205,0.0,0,0
1739696561.261,0.14,3.97,3.94,0.000,-0.193,0.196,0.0,0,0
1739696589.984,0.14,3.96,3.94,0.000,-0.215,0.218,0.0,0,0
1739696618.710,0.14,3.96,3.94,0.000,-0.214,0.217,0.0,0,0
1739696647.476,0.14,3.96,3.93,0.000,-0.217,0.221,0.0,0,0
1739696676.160,0.14,3.96,3.94,0.000,-0.200,0.203,0.0,0,0
1739696704.886,0.14,3.96,3.94,0.000,-0.216,0.219,0.0,0,0
1739696733.609,0.14,3.96,3.94,0.000,-0.204,0.206,0.0,0,0
1739696762.335,0.14,3.96,3.93,0.000,-0.226,0.229,0.0,0,0
1739696791.058,0.14,3.96,3.93,0.000,-0.229,0.232,0.0,0,0
1739696819.785,0.14,3.97,3.95,0.000,-0.141,0.144,0.0,0,0
1739696848.507,0.14,3.96,3.94,0.000,-0.185,0.188,0.0,0,0
1739696877.234,0.14,3.96,3.94,0.000,-0.192,0.195,0.0,0,0
1739696905.960,0.14,3.97,3.94,0.000,-0.170,0.173,0.0,0,0
1739696934.683,0.14,3.97,3.94,0.000,-0.187,0.190,0.0,0,0
1739696963.421,0.14,3.97,3.94,0.000,-0.167,0.170,0.0,0,0
1739696992.132,0.14,3.97,3.94,0.000,-0.178,0.181,0.0,0,0
1739697020.859,0.14,3.97,3.94,0.000,-0.182,0.185,0.0,0,0
1739697049.582,0.14,3.97,3.94,0.000,-0.182,0.185,0.0,0,0
1739697078.308,0.14,3.96,3.94,0.000,-0.203,0.206,0.0,0,0
1739697107.035,0.14,3.96,3.94,0.000,-0.190,0.193,0.0,0,0
1739697135.757,0.14,3.97,3.94,0.000,-0.186,0.189,0.0,0,0
1739697164.484,0.14,3.97,3.94,0.000,-0.166,0.168,0.0,0,0
1739697193.207,0.14,3.97,3.94,0.000,-0.175,0.178,0.0,0,0
1739697221.933,0.14,3.97,3.94,0.000,-0.168,0.171,0.0,0,0
1739697250.656,0.14,3.97,3.94,0.000,-0.177,0.179,0.0,0,0
1739697279.382,0.14,3.96,3.94,0.000,-0.182,0.185,0.0,0,0
1739697308.105,0.14,3.96,3.94,0.000,-0.205,0.207,0.0,0,0
1739697336.832,0.14,3.97,3.94,0.000,-0.168,0.170,0.0,0,0
1739697365.558,0.14,3.96,3.94,0.000,-0.184,0.187,0.0,0,0
1739697394.343,0.14,3.96,3.94,0.000,-0.171,0.173,0.0,0,0
1739697423.007,0.14,3.96,3.94,0.000,-0.183,0.186,0.0,0,0
1739697451.730,0.14,3.96,3.94,0.000,-0.184,0.187,0.0,0,0
1739697480.457,0.14,3.96,3.93,0.000,-0.243,0.246,0.0,0,0
1739697509.179,0.14,3.95,3.93,0.000,-0.249,0.252,0.0,0,0
1739697537.906,0.14,3.96,3.92,0.000,-0.246,0.249,0.0,0,0
1739697566.632,0.14,3.96,3.94,0.000,-0.190,0.192,0.0,0,0
1739697595.355,0.14,3.96,3.94,0.000,-0.191,0.193,0.0,0,0
1739697624.082,0.14,3.96,3.94,0.000,-0.176,0.179,0.0,0,0
1739697652.804,0.14,3.96,3.94,0.000,-0.187,0.189,0.0,0,0
1739697681.531,0.14,3.96,3.94,0.000,-0.175,0.178,0.0,0,0
1739697710.289,0.14,3.96,3.94,0.000,-0.174,0.177,0.0,0,0
1739697738.980,0.14,3.96,3.94,0.000,-0.175,0.178,0.0,0,0
1739697767.703,0.14,3.96,3.94,0.000,-0.168,0.171,0.0,0,0
1739697796.429,0.14,3.96,3.94,0.000,-0.175,0.178,0.0,0,0
1739697825.156,0.14,3.96,3.94,0.000,-0.166,0.169,0.0,0,0
1739697853.878,0.14,3.96,3.94,0.000,-0.174,0.177,0.0,0,0
1739697882.605,0.14,3.96,3.94,0.000,-0.164,0.167,0.0,0,0
1739697911.328,0.14,3.96,3.94,0.000,-0.177,0.180,0.0,0,0
1739697940.054,0.14,3.96,3.94,0.000,-0.164,0.166,0.0,0,0
1739697968.777,0.14,3.96,3.94,0.000,-0.175,0.178,0.0,0,0
1739697997.503,0.14,3.96,3.94,0.000,-0.163,0.166,0.0,0,0
1739698026.230,0.14,3.96,3.94,0.000,-0.173,0.176,0.0,0,0
1739698054.953,0.14,3.96,3.94,0.000,-0.170,0.172,0.0,0,0
1739698083.679,0.14,3.96,3.94,0.000,-0.177,0.179,0.0,0,0
1739698112.406,0.14,3.96,3.94,0.000,-0.167,0.170,0.0,0,0
1739698141.128,0.14,3.96,3.94,0.000,-0.176,0.179,0.0,0,0
1739698169.851,0.14,3.96,3.94,0.000,-0.164,0.167,0.0,0,0
1739698198.578,0.14,3.96,3.94,0.000,-0.176,0.178,0.0,0,0
1739698227.300,0.14,3.96,3.94,0.000,-0.165,0.169,0.0,0,0
1739698256.027,0.14,3.96,3.94,0.000,-0.177,0.180,0.0,0,0
1739698284.753,0.14,3.96,3.94,0.000,-0.169,0.173,0.0,0,0
1739698313.476,0.14,3.96,3.94,0.000,-0.178,0.181,0.0,0,0
1739698342.203,0.14,3.96,3.94,0.000,-0.175,0.178,0.0,0,0
1739698370.925,0.14,3.95,3.93,0.000,-0.231,0.234,0.0,0,0
1739698399.652,0.14,3.95,3.92,0.000,-0.241,0.244,0.0,0,0
1739698428.375,0.14,3.95,3.93,0.000,-0.226,0.229,0.0,0,0
1739698457.152,0.14,3.95,3.92,0.000,-0.234,0.236,0.0,0,0
1739698485.828,0.14,3.95,3.93,0.000,-0.224,0.227,0.0,0,0
1739698514.550,0.14,3.95,3.92,0.000,-0.228,0.232,0.0,0,0
1739698543.277,0.14,3.95,3.93,0.000,-0.205,0.207,0.0,0,0
1739698572.000,0.14,3.95,3.93,0.000,-0.212,0.215,0.0,0,0
1739698600.726,0.14,3.96,3.94,0.000,-0.189,0.191,0.0,0,0
1739698629.449,0.14,3.96,3.93,0.000,-0.196,0.198,0.0,0,0
1739698658.175,0.14,3.96,3.94,0.000,-0.173,0.176,0.0,0,0
1739698686.898,0.14,3.96,3.93,0.000,-0.182,0.185,0.0,0,0
1739698715.625,0.14,3.96,3.94,0.000,-0.172,0.175,0.0,0,0
1739698744.351,0.14,3.96,3.93,0.000,-0.187,0.190,0.0,0,0
1739698773.097,0.14,3.96,3.94,0.000,-0.174,0.177,0.0,0,0
1739698801.800,0.14,3.96,3.93,0.000,-0.190,0.193,0.0,0,0
