"max_temp","time","set_point"
29,"2025/12/05 04:51:00",29
29,"2025/12/05 04:52:00",29
29,"2025/12/05 04:53:00",29
29,"2025/12/05 04:54:00",29
29,"2025/12/05 04:55:00",29
29,"2025/12/05 04:56:00",29
29,"2025/12/05 04:57:00",29
29,"2025/12/05 04:58:00",29
29,"2025/12/05 04:59:00",29
29,"2025/12/05 05:00:00",29
29,"2025/12/05 05:01:00",29
29,"2025/12/05 05:02:00",29
29,"2025/12/05 05:03:00",29
29,"2025/12/05 05:04:00",29
29,"2025/12/05 05:05:00",29
29,"2025/12/05 05:06:00",29
29,"2025/12/05 05:07:00",29
29,"2025/12/05 05:08:00",29
29,"2025/12/05 05:09:00",29
29,"2025/12/05 05:10:00",29
29,"2025/12/05 05:11:00",29
29,"2025/12/05 05:12:00",29
29,"2025/12/05 05:13:00",29
29,"2025/12/05 05:14:00",29
29,"2025/12/05 05:15:00",29
29,"2025/12/05 05:16:00",29
29,"2025/12/05 05:17:00",29
29,"2025/12/05 05:18:00",29
29,"2025/12/05 05:19:00",29
29,"2025/12/05 05:20:00",29
29,"2025/12/05 05:21:00",29
29,"2025/12/05 05:22:00",29
29,"2025/12/05 05:23:00",29
29,"2025/12/05 05:24:00",29
29,"2025/12/05 05:25:00",29
29,"2025/12/05 05:26:00",29
29,"2025/12/05 05:27:00",29
29,"2025/12/05 05:28:00",29
29,"2025/12/05 05:29:00",29
29,"2025/12/05 05:30:00",29
29,"2025/12/05 05:31:00",29
29,"2025/12/05 05:32:00",29
29,"2025/12/05 05:33:00",29
29,"2025/12/05 05:34:00",29
29,"2025/12/05 05:35:00",29
29,"2025/12/05 05:36:00",29
29,"2025/12/05 05:37:00",29
29,"2025/12/05 05:38:00",29
29,"2025/12/05 05:39:00",29
29,"2025/12/05 05:40:00",29
29,"2025/12/05 05:41:00",29
29,"2025/12/05 05:42:00",29
29,"2025/12/05 05:43:00",29
29,"2025/12/05 05:44:00",29
29,"2025/12/05 05:45:00",29
29,"2025/12/05 05:46:00",29
29,"2025/12/05 05:47:00",29
29,"2025/12/05 05:48:00",29
29,"2025/12/05 05:49:00",29
29,"2025/12/05 05:50:00",29
29,"2025/12/05 05:51:00",29
29,"2025/12/05 05:52:00",29
29,"2025/12/05 05:53:00",29
29,"2025/12/05 05:54:00",29
29,"2025/12/05 05:55:00",29
29,"2025/12/05 05:56:00",29
29,"2025/12/05 05:57:00",29
29,"2025/12/05 05:58:00",29
29,"2025/12/05 05:59:00",29
29,"2025/12/05 06:00:00",29
29,"2025/12/05 06:01:00",29
29,"2025/12/05 06:02:00",29
29,"2025/12/05 06:03:00",29
29,"2025/12/05 06:04:00",29
29,"2025/12/05 06:05:00",29
29,"2025/12/05 06:06:00",29
29,"2025/12/05 06:07:00",29
29,"2025/12/05 06:08:00",29
29,"2025/12/05 06:09:00",29
29,"2025/12/05 06:10:00",29
29,"2025/12/05 06:11:00",29
29,"2025/12/05 06:12:00",29
29,"2025/12/05 06:13:00",29
29,"2025/12/05 06:14:00",29
29,"2025/12/05 06:15:00",29
29,"2025/12/05 06:16:00",29
29,"2025/12/05 06:17:00",29
29,"2025/12/05 06:18:00",29
29,"2025/12/05 06:19:00",29
29,"2025/12/05 06:20:00",29
29,"2025/12/05 06:21:00",29
29,"2025/12/05 06:22:00",29
29,"2025/12/05 06:23:00",29
29,"2025/12/05 06:24:00",29
29,"2025/12/05 06:25:00",29
29,"2025/12/05 06:26:00",29
29,"2025/12/05 06:27:00",29
29,"2025/12/05 06:28:00",29
29,"2025/12/05 06:29:00",29
29,"2025/12/05 06:30:00",29
29,"2025/12/05 06:31:00",29
29,"2025/12/05 06:32:00",29
29,"2025/12/05 06:33:00",29
29,"2025/12/05 06:34:00",29
29,"2025/12/05 06:35:00",29
29,"2025/12/05 06:36:00",29
29,"2025/12/05 06:37:00",29
29,"2025/12/05 06:38:00",29
29,"2025/12/05 06:39:00",29
29,"2025/12/05 06:40:00",29
29,"2025/12/05 06:41:00",29
29,"2025/12/05 06:42:00",29
