epoch,link,log type,data
1739986579.99,0,BSYS,38315957,INFO,etmark 1739986580
1739986590.00,0,BSYS,38325957,INFO,etmark 1739986590
1739986600.00,0,BSYS,38335959,INFO,etmark 1739986600
1739986610.00,0,BSYS,38345965,INFO,etmark 1739986610
1739986619.99,0,BSYS,38355964,INFO,etmark 1739986620
1739986628.00,0,BSYS,38363958,INFO,enable SM bus
1739986628.00,0,BSYS,38363959,INFO,ss until ms 38368959
1739986630.00,0,BSYS,38365964,INFO,etmark 1739986630
1739986630.60,1,DATA,SOFT2,566,2480
1739986630.64,2,DATA,SOFT2,567,2504
1739986630.73,3,DATA,SOFT2,654,2506
1739986631.10,1,DATA,SOFT2,1066,2480
1739986631.14,2,DATA,SOFT2,1067,2504
1739986631.23,3,DATA,SOFT2,1154,2506
1739986631.60,1,DATA,SOFT2,1566,2480
1739986631.64,2,DATA,SOFT2,1567,2504
1739986631.73,3,DATA,SOFT2,1654,2506
1739986632.10,1,DATA,SOFT2,2066,2480
1739986632.14,2,DATA,SOFT2,2067,2504
1739986632.23,3,DATA,SOFT2,2154,2506
1739986632.60,1,DATA,SOFT2,2566,2480
1739986632.64,2,DATA,SOFT2,2567,2504
1739986632.73,3,DATA,SOFT2,2654,2506
1739986633.00,0,BSYS,38368959,INFO,disable SM bus
1739986633.00,0,BSYS,38368960,INFO,next ss et 1739986688
1739986640.00,0,BSYS,38375965,INFO,etmark 1739986640
1739986650.00,0,BSYS,38385970,INFO,etmark 1739986650
1739986659.99,0,BSYS,38395968,INFO,etmark 1739986660
1739986670.01,0,BSYS,38405975,INFO,etmark 1739986670
1739986680.00,0,BSYS,38415980,INFO,etmark 1739986680
1739986688.00,0,BSYS,38423980,INFO,enable SM bus
1739986688.00,0,BSYS,38423981,INFO,ss until ms 38428981
1739986688.00,0,BSYS,38423982,INFO,inc new sample
1739986688.00,0,BSYS,38423984,INFO,sample 1 complete
1739986688.00,0,BSYS,38423986,INFO,next ss et 1739986688
1739986688.00,0,BSYS,38423987,INFO,next sa et 1739987888
1739986689.99,0,BSYS,38425980,INFO,etmark 1739986690
1739986690.62,3,DATA,SOFT2,535,2506
1739986690.66,1,DATA,SOFT2,614,2480
1739986690.68,2,DATA,SOFT2,589,2504
1739986691.12,3,DATA,SOFT2,1035,2506
1739986691.16,1,DATA,SOFT2,1114,2480
1739986691.18,2,DATA,SOFT2,1089,2504
1739986691.62,3,DATA,SOFT2,1535,2506
1739986691.66,1,DATA,SOFT2,1614,2481
1739986691.68,2,DATA,SOFT2,1589,2504
1739986692.12,3,DATA,SOFT2,2035,2506
1739986692.16,1,DATA,SOFT2,2114,2480
1739986692.18,2,DATA,SOFT2,2089,2504
1739986692.62,3,DATA,SOFT2,2535,2506
1739986692.66,1,DATA,SOFT2,2614,2480
1739986692.68,2,DATA,SOFT2,2589,2504
1739986693.00,0,BSYS,38428981,INFO,disable SM bus
1739986693.00,0,BSYS,38428982,INFO,next ss et 1739986748
1739986700.00,0,BSYS,38435982,INFO,etmark 1739986700
1739986710.00,0,BSYS,38445986,INFO,etmark 1739986710
1739986720.00,0,BSYS,38455988,INFO,etmark 1739986720
1739986730.00,0,BSYS,38465989,INFO,etmark 1739986730
1739986740.00,0,BSYS,38475987,INFO,etmark 1739986740
1739986748.00,0,BSYS,38483980,INFO,enable SM bus
1739986748.00,0,BSYS,38483981,INFO,ss until ms 38488981
1739986750.00,0,BSYS,38485984,INFO,etmark 1739986750
1739986750.58,1,DATA,SOFT2,537,2480
1739986750.61,3,DATA,SOFT2,525,2506
1739986750.66,2,DATA,SOFT2,594,2504
1739986751.08,1,DATA,SOFT2,1037,2481
1739986751.15,3,DATA,SOFT2,1025,2506
1739986751.24,2,DATA,SOFT2,1094,2504
1739986751.58,1,DATA,SOFT2,1537,2480
1739986751.61,3,DATA,SOFT2,1525,2506
1739986751.66,2,DATA,SOFT2,1594,2504
1739986752.08,1,DATA,SOFT2,2037,2480
1739986752.11,3,DATA,SOFT2,2025,2506
1739986752.16,2,DATA,SOFT2,2094,2504
1739986752.58,1,DATA,SOFT2,2537,2481
1739986752.61,3,DATA,SOFT2,2525,2506
1739986752.66,2,DATA,SOFT2,2594,2504
1739986753.00,0,BSYS,38488981,INFO,disable SM bus
1739986753.00,0,BSYS,38488982,INFO,next ss et 1739986808
1739986760.01,0,BSYS,38495993,INFO,etmark 1739986760
1739986769.99,0,BSYS,38505990,INFO,etmark 1739986770
1739986780.01,0,BSYS,38515996,INFO,etmark 1739986780
1739986789.99,0,BSYS,38525996,INFO,etmark 1739986790
1739986800.00,0,BSYS,38536000,INFO,etmark 1739986800
1739986808.00,0,BSYS,38543998,INFO,enable SM bus
1739986808.00,0,BSYS,38543999,INFO,ss until ms 38548999
1739986810.00,0,BSYS,38546003,INFO,etmark 1739986810
1739986810.58,2,DATA,SOFT2,514,2503
1739986810.62,1,DATA,SOFT2,577,2480
1739986810.64,3,DATA,SOFT2,524,2505
1739986811.08,2,DATA,SOFT2,1014,2503
1739986811.12,1,DATA,SOFT2,1077,2480
1739986811.14,3,DATA,SOFT2,1024,2505
1739986811.58,2,DATA,SOFT2,1514,2503
1739986811.62,1,DATA,SOFT2,1577,2480
1739986811.64,3,DATA,SOFT2,1524,2505
1739986812.08,2,DATA,SOFT2,2014,2503
1739986812.12,1,DATA,SOFT2,2077,2481
1739986812.14,3,DATA,SOFT2,2024,2505
1739986812.58,2,DATA,SOFT2,2514,2503
1739986812.62,1,DATA,SOFT2,2577,2481
1739986812.64,3,DATA,SOFT2,2524,2505
1739986813.00,0,BSYS,38548999,INFO,disable SM bus
1739986813.00,0,BSYS,38549000,INFO,next ss et 1739986868
1739986820.00,0,BSYS,38556002,INFO,etmark 1739986820
1739986830.00,0,BSYS,38566004,INFO,etmark 1739986830
1739986840.00,0,BSYS,38576004,INFO,etmark 1739986840
1739986850.01,0,BSYS,38586010,INFO,etmark 1739986850
1739986860.00,0,BSYS,38596011,INFO,etmark 1739986860
1739986868.00,0,BSYS,38604006,INFO,enable SM bus
1739986868.00,0,BSYS,38604007,INFO,ss until ms 38609007
1739986870.00,0,BSYS,38606011,INFO,etmark 1739986870
1739986870.56,1,DATA,SOFT2,519,2479
1739986870.60,2,DATA,SOFT2,529,2501
1739986870.72,3,DATA,SOFT2,641,2503
1739986871.06,1,DATA,SOFT2,1019,2478
1739986871.10,2,DATA,SOFT2,1029,2501
1739986871.22,3,DATA,SOFT2,1141,2503
1739986871.56,1,DATA,SOFT2,1519,2478
1739986871.60,2,DATA,SOFT2,1529,2501
1739986871.72,3,DATA,SOFT2,1641,2503
1739986872.06,1,DATA,SOFT2,2019,2478
1739986872.10,2,DATA,SOFT2,2029,2501
1739986872.22,3,DATA,SOFT2,2141,2503
1739986872.56,1,DATA,SOFT2,2519,2478
1739986872.60,2,DATA,SOFT2,2529,2501
1739986872.72,3,DATA,SOFT2,2641,2503
1739986873.00,0,BSYS,38609007,INFO,disable SM bus
1739986873.00,0,BSYS,38609008,INFO,next ss et 1739986928
1739986880.00,0,BSYS,38616012,INFO,etmark 1739986880
1739986890.00,0,BSYS,38626015,INFO,etmark 1739986890
1739986900.00,0,BSYS,38636015,INFO,etmark 1739986900
1739986910.00,0,BSYS,38646015,INFO,etmark 1739986910
1739986920.02,0,BSYS,38656033,INFO,etmark 1739986920
1739986928.00,0,BSYS,38664042,INFO,enable SM bus
1739986928.00,0,BSYS,38664043,INFO,ss until ms 38669043
1739986929.97,0,BSYS,38666021,INFO,etmark 1739986930
1739986930.64,3,DATA,SOFT2,536,2500
1739986930.66,1,DATA,SOFT2,583,2478
1739986930.71,2,DATA,SOFT2,616,2495
1739986931.14,3,DATA,SOFT2,1036,2500
1739986931.16,1,DATA,SOFT2,1083,2478
1739986931.21,2,DATA,SOFT2,1116,2495
1739986931.64,3,DATA,SOFT2,1536,2500
1739986931.66,1,DATA,SOFT2,1583,2478
1739986931.71,2,DATA,SOFT2,1616,2495
1739986932.14,3,DATA,SOFT2,2036,2500
1739986932.16,1,DATA,SOFT2,2083,2478
1739986932.21,2,DATA,SOFT2,2116,2495
1739986932.64,3,DATA,SOFT2,2536,2501
1739986932.66,1,DATA,SOFT2,2583,2477
1739986932.72,2,DATA,SOFT2,2616,2495
1739986933.03,0,BSYS,38669043,INFO,disable SM bus
1739986933.03,0,BSYS,38669044,INFO,next ss et 1739986988
1739986940.01,0,BSYS,38676018,INFO,etmark 1739986940
1739986950.01,0,BSYS,38686023,INFO,etmark 1739986950
1739986959.99,0,BSYS,38696020,INFO,etmark 1739986960
1739986970.02,0,BSYS,38706032,INFO,etmark 1739986970
1739986979.99,0,BSYS,38716030,INFO,etmark 1739986980
1739986988.00,0,BSYS,38724025,INFO,enable SM bus
1739986988.00,0,BSYS,38724026,INFO,ss until ms 38729026
1739986990.00,0,BSYS,38726027,INFO,etmark 1739986990
1739986990.56,1,DATA,SOFT2,514,2476
1739986990.60,2,DATA,SOFT2,525,2494
1739986990.63,3,DATA,SOFT2,528,2497
1739986991.06,1,DATA,SOFT2,1014,2476
1739986991.10,2,DATA,SOFT2,1025,2494
1739986991.13,3,DATA,SOFT2,1028,2497
1739986991.56,1,DATA,SOFT2,1514,2476
1739986991.60,2,DATA,SOFT2,1525,2494
1739986991.63,3,DATA,SOFT2,1528,2497
1739986992.06,1,DATA,SOFT2,2014,2475
1739986992.10,2,DATA,SOFT2,2025,2494
1739986992.13,3,DATA,SOFT2,2028,2497
1739986992.56,1,DATA,SOFT2,2514,2475
1739986992.60,2,DATA,SOFT2,2525,2494
1739986992.63,3,DATA,SOFT2,2528,2497
1739986993.00,0,BSYS,38729026,INFO,disable SM bus
1739986993.00,0,BSYS,38729027,INFO,next ss et 1739987048
1739987000.01,0,BSYS,38736029,INFO,etmark 1739987000
1739987010.00,0,BSYS,38746035,INFO,etmark 1739987010
1739987020.00,0,BSYS,38756036,INFO,etmark 1739987020
1739987030.00,0,BSYS,38766035,INFO,etmark 1739987030
1739987040.00,0,BSYS,38776038,INFO,etmark 1739987040
1739987048.00,0,BSYS,38784035,INFO,enable SM bus
1739987048.00,0,BSYS,38784036,INFO,ss until ms 38789036
1739987050.00,0,BSYS,38786043,INFO,etmark 1739987050
1739987050.56,1,DATA,SOFT2,524,2474
1739987050.62,3,DATA,SOFT2,550,2492
1739987050.69,2,DATA,SOFT2,621,2493
1739987051.06,1,DATA,SOFT2,1024,2474
1739987051.12,3,DATA,SOFT2,1050,2492
1739987051.19,2,DATA,SOFT2,1121,2493
1739987051.56,1,DATA,SOFT2,1524,2474
1739987051.62,3,DATA,SOFT2,1550,2492
1739987051.69,2,DATA,SOFT2,1621,2493
1739987052.06,1,DATA,SOFT2,2024,2474
1739987052.12,3,DATA,SOFT2,2050,2492
1739987052.19,2,DATA,SOFT2,2121,2493
1739987052.56,1,DATA,SOFT2,2524,2474
1739987052.62,3,DATA,SOFT2,2550,2492
1739987052.69,2,DATA,SOFT2,2621,2493
1739987052.99,0,BSYS,38789036,INFO,disable SM bus
1739987052.99,0,BSYS,38789037,INFO,next ss et 1739987108
1739987060.00,0,BSYS,38796044,INFO,etmark 1739987060
1739987070.00,0,BSYS,38806045,INFO,etmark 1739987070
1739987080.00,0,BSYS,38816047,INFO,etmark 1739987080
1739987090.00,0,BSYS,38826050,INFO,etmark 1739987090
1739987100.00,0,BSYS,38836050,INFO,etmark 1739987100
1739987108.00,0,BSYS,38844044,INFO,enable SM bus
1739987108.00,0,BSYS,38844045,INFO,ss until ms 38849045
1739987110.01,0,BSYS,38846056,INFO,etmark 1739987110
1739987110.63,1,DATA,SOFT2,595,2472
1739987110.65,2,DATA,SOFT2,564,2491
1739987110.67,3,DATA,SOFT2,603,2491
1739987111.13,1,DATA,SOFT2,1095,2472
1739987111.15,2,DATA,SOFT2,1064,2491
1739987111.17,3,DATA,SOFT2,1103,2491
1739987111.63,1,DATA,SOFT2,1595,2472
1739987111.65,2,DATA,SOFT2,1564,2491
1739987111.67,3,DATA,SOFT2,1603,2491
1739987112.13,1,DATA,SOFT2,2095,2472
1739987112.15,2,DATA,SOFT2,2064,2490
1739987112.17,3,DATA,SOFT2,2103,2491
1739987112.63,1,DATA,SOFT2,2595,2472
1739987112.65,2,DATA,SOFT2,2564,2490
1739987112.67,3,DATA,SOFT2,2603,2491
1739987112.99,0,BSYS,38849045,INFO,disable SM bus
1739987112.99,0,BSYS,38849046,INFO,next ss et 1739987168
1739987119.99,0,BSYS,38856053,INFO,etmark 1739987120
1739987130.01,0,BSYS,38866055,INFO,etmark 1739987130
1739987140.00,0,BSYS,38876056,INFO,etmark 1739987140
1739987150.00,0,BSYS,38886056,INFO,etmark 1739987150
1739987160.00,0,BSYS,38896059,INFO,etmark 1739987160
1739987168.00,0,BSYS,38904055,INFO,enable SM bus
1739987168.00,0,BSYS,38904056,INFO,ss until ms 38909056
1739987170.00,0,BSYS,38906062,INFO,etmark 1739987170
1739987170.64,2,DATA,SOFT2,577,2486
1739987170.69,1,DATA,SOFT2,654,2469
1739987170.74,3,DATA,SOFT2,662,2491
1739987171.14,2,DATA,SOFT2,1077,2486
1739987171.19,1,DATA,SOFT2,1154,2470
1739987171.24,3,DATA,SOFT2,1162,2491
1739987171.64,2,DATA,SOFT2,1577,2486
1739987171.69,1,DATA,SOFT2,1654,2469
1739987171.74,3,DATA,SOFT2,1662,2490
1739987172.14,2,DATA,SOFT2,2077,2486
1739987172.19,1,DATA,SOFT2,2154,2470
1739987172.24,3,DATA,SOFT2,2162,2491
1739987172.64,2,DATA,SOFT2,2577,2486
1739987172.69,1,DATA,SOFT2,2654,2470
1739987172.74,3,DATA,SOFT2,2662,2491
1739987172.99,0,BSYS,38909056,INFO,disable SM bus
1739987172.99,0,BSYS,38909057,INFO,next ss et 1739987228
1739987180.00,0,BSYS,38916065,INFO,etmark 1739987180
1739987190.00,0,BSYS,38926067,INFO,etmark 1739987190
1739987200.00,0,BSYS,38936067,INFO,etmark 1739987200
1739987210.01,0,BSYS,38946072,INFO,etmark 1739987210
1739987219.99,0,BSYS,38956070,INFO,etmark 1739987220
1739987228.00,0,BSYS,38964063,INFO,enable SM bus
1739987228.00,0,BSYS,38964064,INFO,ss until ms 38969064
1739987230.01,0,BSYS,38966075,INFO,etmark 1739987230
1739987230.60,2,DATA,SOFT2,539,2478
1739987230.62,1,DATA,SOFT2,576,2468
1739987230.74,3,DATA,SOFT2,541,2485
1739987231.10,2,DATA,SOFT2,1039,2479
1739987231.12,1,DATA,SOFT2,1076,2467
1739987231.24,3,DATA,SOFT2,1041,2486
1739987231.60,2,DATA,SOFT2,1539,2479
1739987231.62,1,DATA,SOFT2,1576,2468
1739987231.74,3,DATA,SOFT2,1541,2486
1739987232.10,2,DATA,SOFT2,2039,2479
1739987232.12,1,DATA,SOFT2,2076,2467
1739987232.23,3,DATA,SOFT2,2041,2486
1739987232.60,2,DATA,SOFT2,2539,2479
1739987232.62,1,DATA,SOFT2,2576,2467
1739987232.73,3,DATA,SOFT2,2541,2486
1739987232.99,0,BSYS,38969064,INFO,disable SM bus
1739987232.99,0,BSYS,38969065,INFO,next ss et 1739987288
1739987240.00,0,BSYS,38976074,INFO,etmark 1739987240
1739987250.00,0,BSYS,38986076,INFO,etmark 1739987250
1739987260.00,0,BSYS,38996076,INFO,etmark 1739987260
1739987270.01,0,BSYS,39006081,INFO,etmark 1739987270
1739987280.00,0,BSYS,39016081,INFO,etmark 1739987280
1739987288.00,0,BSYS,39024077,INFO,enable SM bus
1739987288.00,0,BSYS,39024078,INFO,ss until ms 39029078
1739987290.00,0,BSYS,39026082,INFO,etmark 1739987290
1739987290.62,1,DATA,SOFT2,576,2465
1739987290.65,2,DATA,SOFT2,572,2479
1739987290.69,3,DATA,SOFT2,610,2486
1739987291.12,1,DATA,SOFT2,1076,2465
1739987291.15,2,DATA,SOFT2,1072,2479
1739987291.19,3,DATA,SOFT2,1110,2486
1739987291.62,1,DATA,SOFT2,1576,2465
1739987291.65,2,DATA,SOFT2,1572,2479
1739987291.69,3,DATA,SOFT2,1610,2486
1739987292.12,1,DATA,SOFT2,2076,2465
1739987292.15,2,DATA,SOFT2,2072,2479
1739987292.19,3,DATA,SOFT2,2110,2486
1739987292.62,1,DATA,SOFT2,2576,2465
1739987292.65,2,DATA,SOFT2,2572,2479
1739987292.69,3,DATA,SOFT2,2610,2487
1739987293.00,0,BSYS,39029078,INFO,disable SM bus
1739987293.00,0,BSYS,39029079,INFO,next ss et 1739987348
1739987300.00,0,BSYS,39036081,INFO,etmark 1739987300
1739987310.01,0,BSYS,39046088,INFO,etmark 1739987310
1739987320.00,0,BSYS,39056091,INFO,etmark 1739987320
1739987330.00,0,BSYS,39066092,INFO,etmark 1739987330
1739987340.00,0,BSYS,39076093,INFO,etmark 1739987340
1739987348.00,0,BSYS,39084089,INFO,enable SM bus
1739987348.00,0,BSYS,39084090,INFO,ss until ms 39089090
1739987350.00,0,BSYS,39086091,INFO,etmark 1739987350
1739987350.62,2,DATA,SOFT2,545,2480
1739987350.66,1,DATA,SOFT2,622,2463
1739987350.70,3,DATA,SOFT2,621,2486
1739987351.12,2,DATA,SOFT2,1045,2479
1739987351.16,1,DATA,SOFT2,1122,2463
1739987351.20,3,DATA,SOFT2,1121,2486
1739987351.62,2,DATA,SOFT2,1545,2480
1739987351.66,1,DATA,SOFT2,1622,2463
1739987351.70,3,DATA,SOFT2,1621,2486
1739987352.12,2,DATA,SOFT2,2045,2480
1739987352.16,1,DATA,SOFT2,2122,2464
1739987352.20,3,DATA,SOFT2,2121,2486
1739987352.62,2,DATA,SOFT2,2545,2480
1739987352.66,1,DATA,SOFT2,2622,2463
1739987352.70,3,DATA,SOFT2,2621,2485
1739987353.00,0,BSYS,39089090,INFO,disable SM bus
1739987353.00,0,BSYS,39089091,INFO,next ss et 1739987408
1739987360.01,0,BSYS,39096092,INFO,etmark 1739987360
1739987370.00,0,BSYS,39106098,INFO,etmark 1739987370
1739987379.99,0,BSYS,39116098,INFO,etmark 1739987380
1739987390.01,0,BSYS,39126102,INFO,etmark 1739987390
1739987400.00,0,BSYS,39136102,INFO,etmark 1739987400
1739987408.00,0,BSYS,39144096,INFO,enable SM bus
1739987408.00,0,BSYS,39144097,INFO,ss until ms 39149097
1739987410.00,0,BSYS,39146105,INFO,etmark 1739987410
1739987410.61,1,DATA,SOFT2,579,2461
1739987410.65,2,DATA,SOFT2,552,2476
1739987410.68,3,DATA,SOFT2,609,2485
1739987411.11,1,DATA,SOFT2,1079,2461
1739987411.15,2,DATA,SOFT2,1052,2477
1739987411.18,3,DATA,SOFT2,1109,2485
1739987411.61,1,DATA,SOFT2,1579,2461
1739987411.65,2,DATA,SOFT2,1552,2477
1739987411.68,3,DATA,SOFT2,1609,2485
1739987412.11,1,DATA,SOFT2,2079,2461
1739987412.15,2,DATA,SOFT2,2052,2476
1739987412.18,3,DATA,SOFT2,2109,2485
1739987412.61,1,DATA,SOFT2,2579,2461
1739987412.65,2,DATA,SOFT2,2552,2477
1739987412.68,3,DATA,SOFT2,2609,2485
1739987412.99,0,BSYS,39149097,INFO,disable SM bus
1739987412.99,0,BSYS,39149098,INFO,next ss et 1739987468
1739987420.00,0,BSYS,39156109,INFO,etmark 1739987420
1739987429.99,0,BSYS,39166107,INFO,etmark 1739987430
1739987440.00,0,BSYS,39176110,INFO,etmark 1739987440
1739987450.00,0,BSYS,39186114,INFO,etmark 1739987450
1739987459.99,0,BSYS,39196110,INFO,etmark 1739987460
1739987468.00,0,BSYS,39204101,INFO,enable SM bus
1739987468.00,0,BSYS,39204102,INFO,ss until ms 39209102
1739987470.01,0,BSYS,39206113,INFO,etmark 1739987470
1739987470.58,3,DATA,SOFT2,514,2486
1739987470.70,1,DATA,SOFT2,575,2461
1739987470.72,2,DATA,SOFT2,538,2479
1739987471.08,3,DATA,SOFT2,1014,2486
1739987471.20,1,DATA,SOFT2,1075,2460
1739987471.22,2,DATA,SOFT2,1038,2478
1739987471.58,3,DATA,SOFT2,1514,2486
1739987471.70,1,DATA,SOFT2,1575,2460
1739987471.72,2,DATA,SOFT2,1538,2478
1739987472.08,3,DATA,SOFT2,2014,2486
1739987472.20,1,DATA,SOFT2,2075,2461
1739987472.22,2,DATA,SOFT2,2038,2478
1739987472.58,3,DATA,SOFT2,2514,2485
1739987472.70,1,DATA,SOFT2,2575,2461
1739987472.72,2,DATA,SOFT2,2538,2478
1739987472.99,0,BSYS,39209102,INFO,disable SM bus
1739987472.99,0,BSYS,39209103,INFO,next ss et 1739987528
1739987480.00,0,BSYS,39216118,INFO,etmark 1739987480
1739987489.99,0,BSYS,39226118,INFO,etmark 1739987490
1739987500.00,0,BSYS,39236120,INFO,etmark 1739987500
1739987510.00,0,BSYS,39246124,INFO,etmark 1739987510
1739987520.00,0,BSYS,39256122,INFO,etmark 1739987520
1739987528.00,0,BSYS,39264115,INFO,enable SM bus
1739987528.00,0,BSYS,39264116,INFO,ss until ms 39269116
1739987530.00,0,BSYS,39266124,INFO,etmark 1739987530
1739987530.57,1,DATA,SOFT2,534,2459
1739987530.60,2,DATA,SOFT2,525,2480
1739987530.63,3,DATA,SOFT2,560,2486
1739987531.07,1,DATA,SOFT2,1034,2459
1739987531.10,2,DATA,SOFT2,1025,2480
1739987531.13,3,DATA,SOFT2,1060,2487
1739987531.57,1,DATA,SOFT2,1534,2459
1739987531.60,2,DATA,SOFT2,1525,2480
1739987531.63,3,DATA,SOFT2,1560,2487
1739987532.07,1,DATA,SOFT2,2034,2459
1739987532.10,2,DATA,SOFT2,2025,2479
1739987532.13,3,DATA,SOFT2,2060,2486
1739987532.57,1,DATA,SOFT2,2534,2459
1739987532.60,2,DATA,SOFT2,2525,2480
1739987532.63,3,DATA,SOFT2,2560,2486
1739987532.99,0,BSYS,39269116,INFO,disable SM bus
1739987532.99,0,BSYS,39269117,INFO,next ss et 1739987588
1739987540.00,0,BSYS,39276128,INFO,etmark 1739987540
1739987550.00,0,BSYS,39286130,INFO,etmark 1739987550
1739987560.00,0,BSYS,39296129,INFO,etmark 1739987560
1739987570.01,0,BSYS,39306136,INFO,etmark 1739987570
1739987579.99,0,BSYS,39316133,INFO,etmark 1739987580
1739987588.00,0,BSYS,39324125,INFO,enable SM bus
1739987588.00,0,BSYS,39324126,INFO,ss until ms 39329126
1739987590.01,0,BSYS,39326136,INFO,etmark 1739987590
1739987590.55,1,DATA,SOFT2,520,2458
1739987590.59,2,DATA,SOFT2,515,2478
1739987590.68,3,DATA,SOFT2,615,2486
1739987591.05,1,DATA,SOFT2,1020,2458
1739987591.09,2,DATA,SOFT2,1015,2478
1739987591.18,3,DATA,SOFT2,1115,2486
1739987591.55,1,DATA,SOFT2,1520,2459
1739987591.59,2,DATA,SOFT2,1515,2478
1739987591.68,3,DATA,SOFT2,1615,2486
1739987592.05,1,DATA,SOFT2,2020,2458
1739987592.09,2,DATA,SOFT2,2015,2479
1739987592.18,3,DATA,SOFT2,2115,2486
1739987592.55,1,DATA,SOFT2,2520,2458
1739987592.58,2,DATA,SOFT2,2515,2478
1739987592.68,3,DATA,SOFT2,2615,2486
1739987592.99,0,BSYS,39329126,INFO,disable SM bus
1739987592.99,0,BSYS,39329127,INFO,next ss et 1739987648
1739987599.99,0,BSYS,39336135,INFO,etmark 1739987600
1739987610.00,0,BSYS,39346136,INFO,etmark 1739987610
1739987620.00,0,BSYS,39356138,INFO,etmark 1739987620
1739987630.00,0,BSYS,39366143,INFO,etmark 1739987630
1739987639.99,0,BSYS,39376141,INFO,etmark 1739987640
1739987648.00,0,BSYS,39384134,INFO,enable SM bus
1739987648.00,0,BSYS,39384135,INFO,ss until ms 39389135
1739987650.01,0,BSYS,39386146,INFO,etmark 1739987650
1739987650.64,3,DATA,SOFT2,575,2486
1739987650.69,1,DATA,SOFT2,655,2458
1739987650.80,2,DATA,SOFT2,637,2478
1739987651.14,3,DATA,SOFT2,1075,2486
1739987651.19,1,DATA,SOFT2,1155,2458
1739987651.30,2,DATA,SOFT2,1137,2478
1739987651.64,3,DATA,SOFT2,1575,2486
1739987651.69,1,DATA,SOFT2,1655,2458
1739987651.80,2,DATA,SOFT2,1637,2478
1739987652.14,3,DATA,SOFT2,2075,2486
1739987652.19,1,DATA,SOFT2,2155,2457
1739987652.30,2,DATA,SOFT2,2137,2478
1739987652.64,3,DATA,SOFT2,2575,2486
1739987652.69,1,DATA,SOFT2,2655,2457
1739987652.80,2,DATA,SOFT2,2637,2478
1739987652.99,0,BSYS,39389135,INFO,disable SM bus
1739987652.99,0,BSYS,39389136,INFO,next ss et 1739987708
1739987659.99,0,BSYS,39396145,INFO,etmark 1739987660
1739987670.00,0,BSYS,39406145,INFO,etmark 1739987670
1739987680.00,0,BSYS,39416144,INFO,etmark 1739987680
1739987690.01,0,BSYS,39426148,INFO,etmark 1739987690
1739987700.00,0,BSYS,39436151,INFO,etmark 1739987700
1739987708.00,0,BSYS,39444147,INFO,enable SM bus
1739987708.00,0,BSYS,39444148,INFO,ss until ms 39449148
1739987710.00,0,BSYS,39446152,INFO,etmark 1739987710
1739987710.62,1,DATA,SOFT2,579,2457
1739987710.64,2,DATA,SOFT2,546,2480
1739987710.81,3,DATA,SOFT2,641,2485
1739987711.12,1,DATA,SOFT2,1079,2458
1739987711.14,2,DATA,SOFT2,1046,2480
1739987711.24,3,DATA,SOFT2,1141,2485
1739987711.62,1,DATA,SOFT2,1579,2457
1739987711.64,2,DATA,SOFT2,1546,2480
1739987711.74,3,DATA,SOFT2,1641,2486
1739987712.12,1,DATA,SOFT2,2079,2458
1739987712.14,2,DATA,SOFT2,2046,2479
1739987712.25,3,DATA,SOFT2,2141,2486
1739987712.62,1,DATA,SOFT2,2579,2458
1739987712.64,2,DATA,SOFT2,2546,2480
1739987712.75,3,DATA,SOFT2,2641,2486
1739987713.00,0,BSYS,39449148,INFO,disable SM bus
1739987713.00,0,BSYS,39449149,INFO,next ss et 1739987768
1739987720.00,0,BSYS,39456155,INFO,etmark 1739987720
1739987730.00,0,BSYS,39466157,INFO,etmark 1739987730
1739987740.00,0,BSYS,39476156,INFO,etmark 1739987740
1739987750.01,0,BSYS,39486160,INFO,etmark 1739987750
1739987760.00,0,BSYS,39496163,INFO,etmark 1739987760
1739987768.00,0,BSYS,39504159,INFO,enable SM bus
1739987768.00,0,BSYS,39504160,INFO,ss until ms 39509160
1739987770.00,0,BSYS,39506164,INFO,etmark 1739987770
1739987770.61,1,DATA,SOFT2,568,2457
1739987770.67,2,DATA,SOFT2,599,2478
1739987770.71,3,DATA,SOFT2,630,2485
1739987771.11,1,DATA,SOFT2,1068,2456
1739987771.17,2,DATA,SOFT2,1099,2479
1739987771.21,3,DATA,SOFT2,1130,2485
1739987771.61,1,DATA,SOFT2,1568,2456
1739987771.67,2,DATA,SOFT2,1599,2479
1739987771.71,3,DATA,SOFT2,1630,2485
1739987772.11,1,DATA,SOFT2,2068,2456
1739987772.17,2,DATA,SOFT2,2099,2479
1739987772.21,3,DATA,SOFT2,2130,2485
1739987772.61,1,DATA,SOFT2,2568,2456
1739987772.67,2,DATA,SOFT2,2599,2479
1739987772.71,3,DATA,SOFT2,2630,2485
1739987773.00,0,BSYS,39509160,INFO,disable SM bus
1739987773.00,0,BSYS,39509161,INFO,next ss et 1739987828
1739987780.00,0,BSYS,39516163,INFO,etmark 1739987780
1739987790.01,0,BSYS,39526168,INFO,etmark 1739987790
1739987799.99,0,BSYS,39536165,INFO,etmark 1739987800
1739987810.01,0,BSYS,39546174,INFO,etmark 1739987810
1739987819.99,0,BSYS,39556172,INFO,etmark 1739987820
1739987828.00,0,BSYS,39564165,INFO,enable SM bus
1739987828.00,0,BSYS,39564166,INFO,ss until ms 39569166
1739987830.00,0,BSYS,39566174,INFO,etmark 1739987830
