timestamp(ticks/UTC),solar(V),batt(V),bus(V),solar(I),batt(I),bus(I),batt_temp(C),chg_stat,chg_fault
1739949987.578,0.06,3.84,3.82,0.000,-0.162,0.165,0.0,0,0
1739950016.242,0.06,3.84,3.82,0.000,-0.145,0.147,0.0,0,0
1739950044.964,0.06,3.84,3.82,0.000,-0.158,0.161,0.0,0,0
1739950073.691,0.06,3.84,3.82,0.000,-0.148,0.151,0.0,0,0
1739950102.414,0.06,3.84,3.82,0.000,-0.157,0.160,0.0,0,0
1739950131.140,0.06,3.84,3.82,0.000,-0.131,0.133,0.0,0,0
1739950159.863,0.06,3.84,3.82,0.000,-0.160,0.163,0.0,0,0
1739950188.589,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739950217.312,0.06,3.84,3.82,0.000,-0.140,0.143,0.0,0,0
1739950246.039,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739950274.765,0.06,3.84,3.82,0.000,-0.139,0.142,0.0,0,0
1739950303.523,0.06,3.84,3.82,0.000,-0.131,0.134,0.0,0,0
1739950332.214,0.06,3.84,3.82,0.000,-0.136,0.138,0.0,0,0
1739950360.937,0.06,3.84,3.82,0.000,-0.134,0.137,0.0,0,0
1739950389.664,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739950418.386,0.06,3.84,3.82,0.000,-0.139,0.142,0.0,0,0
1739950447.113,0.06,3.84,3.82,0.000,-0.129,0.132,0.0,0,0
1739950475.839,0.06,3.84,3.82,0.000,-0.141,0.144,0.0,0,0
1739950504.562,0.06,3.84,3.82,0.000,-0.129,0.132,0.0,0,0
1739950533.289,0.06,3.84,3.82,0.000,-0.141,0.144,0.0,0,0
1739950562.011,0.06,3.84,3.82,0.000,-0.130,0.132,0.0,0,0
1739950590.738,0.06,3.84,3.82,0.000,-0.141,0.144,0.0,0,0
1739950619.464,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739950648.187,0.06,3.84,3.82,0.000,-0.141,0.144,0.0,0,0
1739950676.910,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739950705.636,0.06,3.84,3.82,0.000,-0.141,0.143,0.0,0,0
1739950734.363,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739950763.085,0.06,3.84,3.82,0.000,-0.141,0.143,0.0,0,0
1739950791.812,0.06,3.84,3.82,0.000,-0.131,0.133,0.0,0,0
1739950820.535,0.06,3.84,3.82,0.000,-0.140,0.143,0.0,0,0
1739950849.261,0.06,3.84,3.82,0.000,-0.131,0.133,0.0,0,0
1739950877.984,0.06,3.84,3.82,0.000,-0.146,0.149,0.0,0,0
1739950906.710,0.06,3.84,3.82,0.000,-0.137,0.140,0.0,0,0
1739950935.433,0.06,3.84,3.82,0.000,-0.139,0.142,0.0,0,0
1739950964.160,0.06,3.84,3.82,0.000,-0.132,0.135,0.0,0,0
1739950992.886,0.06,3.84,3.82,0.000,-0.145,0.148,0.0,0,0
1739951021.609,0.06,3.84,3.82,0.000,-0.134,0.137,0.0,0,0
1739951050.390,0.06,3.84,3.82,0.000,-0.132,0.135,0.0,0,0
1739951079.058,0.06,3.84,3.82,0.000,-0.139,0.141,0.0,0,0
1739951107.785,0.06,3.84,3.82,0.000,-0.139,0.142,0.0,0,0
1739951136.507,0.06,3.84,3.82,0.000,-0.141,0.144,0.0,0,0
1739951165.234,0.06,3.84,3.82,0.000,-0.131,0.133,0.0,0,0
1739951193.960,0.06,3.84,3.82,0.000,-0.154,0.156,0.0,0,0
1739951222.683,0.06,3.84,3.82,0.000,-0.132,0.135,0.0,0,0
1739951251.410,0.06,3.84,3.82,0.000,-0.141,0.144,0.0,0,0
1739951280.132,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739951308.859,0.06,3.84,3.82,0.000,-0.145,0.147,0.0,0,0
1739951337.582,0.06,3.83,3.81,0.000,-0.153,0.156,0.0,0,0
1739951366.332,0.06,3.84,3.82,0.000,-0.140,0.143,0.0,0,0
1739951395.031,0.06,3.84,3.82,0.000,-0.130,0.133,0.0,0,0
1739951423.757,0.06,3.83,3.81,0.000,-0.155,0.158,0.0,0,0
1739951452.484,0.06,3.84,3.82,0.000,-0.131,0.134,0.0,0,0
1739951481.207,0.06,3.84,3.82,0.000,-0.139,0.142,0.0,0,0
1739951509.933,0.06,3.83,3.82,0.000,-0.131,0.133,0.0,0,0
1739951538.656,0.06,3.83,3.82,0.000,-0.139,0.142,0.0,0,0
1739951567.382,0.06,3.83,3.82,0.000,-0.131,0.133,0.0,0,0
1739951596.105,0.06,3.83,3.82,0.000,-0.139,0.142,0.0,0,0
1739951624.832,0.06,3.83,3.82,0.000,-0.144,0.147,0.0,0,0
1739951653.558,0.06,3.83,3.81,0.000,-0.160,0.163,0.0,0,0
1739951682.281,0.06,3.83,3.81,0.000,-0.151,0.153,0.0,0,0
1739951711.007,0.06,3.83,3.82,0.000,-0.150,0.154,0.0,0,0
1739951739.730,0.06,3.83,3.81,0.000,-0.148,0.150,0.0,0,0
1739951768.457,0.06,3.83,3.81,0.000,-0.155,0.157,0.0,0,0
1739951797.179,0.06,3.83,3.82,0.000,-0.140,0.143,0.0,0,0
1739951825.906,0.06,3.83,3.82,0.000,-0.129,0.132,0.0,0,0
1739951854.628,0.06,3.83,3.81,0.000,-0.141,0.144,0.0,0,0
1739951883.355,0.06,3.83,3.82,0.000,-0.126,0.129,0.0,0,0
1739951912.082,0.06,3.83,3.82,0.000,-0.141,0.144,0.0,0,0
1739951940.804,0.06,3.82,3.80,0.000,-0.228,0.231,0.0,0,0
1739951969.531,0.06,3.83,3.81,0.000,-0.148,0.150,0.0,0,0
1739951998.253,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952026.980,0.06,3.83,3.82,0.000,-0.131,0.135,0.0,0,0
1739952055.703,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952084.429,0.06,3.83,3.82,0.000,-0.131,0.134,0.0,0,0
1739952113.199,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952141.878,0.06,3.83,3.82,0.000,-0.132,0.134,0.0,0,0
1739952170.605,0.06,3.83,3.82,0.000,-0.133,0.136,0.0,0,0
1739952199.328,0.06,3.83,3.81,0.000,-0.170,0.173,0.0,0,0
1739952228.054,0.06,3.83,3.81,0.000,-0.156,0.159,0.0,0,0
1739952256.777,0.06,3.83,3.81,0.000,-0.157,0.160,0.0,0,0
1739952285.503,0.06,3.83,3.81,0.000,-0.139,0.141,0.0,0,0
1739952314.226,0.06,3.83,3.82,0.000,-0.130,0.133,0.0,0,0
1739952342.953,0.06,3.83,3.82,0.000,-0.122,0.125,0.0,0,0
1739952371.679,0.06,3.83,3.82,0.000,-0.125,0.128,0.0,0,0
1739952400.402,0.06,3.83,3.82,0.000,-0.127,0.130,0.0,0,0
1739952429.140,0.06,3.83,3.81,0.000,-0.151,0.153,0.0,0,0
1739952457.851,0.06,3.83,3.81,0.000,-0.148,0.151,0.0,0,0
1739952486.578,0.06,3.83,3.82,0.000,-0.132,0.135,0.0,0,0
1739952515.300,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739952544.027,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952572.750,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739952601.476,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952630.203,0.06,3.83,3.81,0.000,-0.139,0.142,0.0,0,0
1739952658.925,0.06,3.83,3.81,0.000,-0.156,0.158,0.0,0,0
1739952687.652,0.06,3.83,3.81,0.000,-0.161,0.164,0.0,0,0
1739952716.375,0.06,3.83,3.81,0.000,-0.163,0.166,0.0,0,0
1739952745.101,0.06,3.83,3.81,0.000,-0.160,0.163,0.0,0,0
1739952773.824,0.06,3.83,3.81,0.000,-0.137,0.139,0.0,0,0
1739952802.550,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739952831.277,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952860.066,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739952888.726,0.06,3.83,3.81,0.000,-0.141,0.143,0.0,0,0
1739952917.449,0.06,3.83,3.81,0.000,-0.141,0.144,0.0,0,0
1739952946.175,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739952974.898,0.06,3.83,3.81,0.000,-0.130,0.134,0.0,0,0
1739953003.625,0.06,3.83,3.82,0.000,-0.122,0.124,0.0,0,0
1739953032.347,0.06,3.83,3.81,0.000,-0.128,0.130,0.0,0,0
1739953061.074,0.06,3.83,3.82,0.000,-0.125,0.128,0.0,0,0
1739953089.800,0.06,3.83,3.81,0.000,-0.143,0.146,0.0,0,0
1739953118.523,0.06,3.83,3.81,0.000,-0.156,0.159,0.0,0,0
1739953147.250,0.06,3.83,3.81,0.000,-0.141,0.144,0.0,0,0
1739953176.007,0.06,3.83,3.81,0.000,-0.143,0.146,0.0,0,0
1739953204.699,0.06,3.83,3.82,0.000,-0.122,0.125,0.0,0,0
1739953233.421,0.06,3.83,3.81,0.000,-0.131,0.133,0.0,0,0
1739953262.148,0.06,3.83,3.82,0.000,-0.122,0.124,0.0,0,0
1739953290.875,0.06,3.83,3.81,0.000,-0.130,0.133,0.0,0,0
1739953319.597,0.06,3.83,3.82,0.000,-0.122,0.125,0.0,0,0
1739953348.324,0.06,3.83,3.81,0.000,-0.155,0.158,0.0,0,0
1739953377.046,0.06,3.82,3.81,0.000,-0.168,0.171,0.0,0,0
1739953405.773,0.06,3.83,3.81,0.000,-0.165,0.168,0.0,0,0
1739953434.496,0.06,3.83,3.82,0.000,-0.122,0.124,0.0,0,0
1739953463.222,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739953491.953,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739953520.671,0.06,3.83,3.81,0.000,-0.131,0.133,0.0,0,0
1739953549.398,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739953578.121,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739953606.847,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739953635.570,0.06,3.83,3.81,0.000,-0.156,0.158,0.0,0,0
1739953664.296,0.06,3.82,3.81,0.000,-0.162,0.165,0.0,0,0
1739953693.019,0.06,3.83,3.81,0.000,-0.152,0.155,0.0,0,0
1739953721.746,0.06,3.83,3.82,0.000,-0.124,0.127,0.0,0,0
1739953750.472,0.06,3.83,3.82,0.000,-0.124,0.126,0.0,0,0
1739953779.195,0.06,3.83,3.81,0.000,-0.129,0.131,0.0,0,0
1739953807.921,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739953836.644,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739953865.371,0.06,3.83,3.82,0.000,-0.122,0.124,0.0,0,0
1739953894.093,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739953922.875,0.06,3.83,3.82,0.000,-0.122,0.125,0.0,0,0
1739953951.542,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739953980.269,0.06,3.83,3.81,0.000,-0.147,0.150,0.0,0,0
1739954008.996,0.06,3.83,3.81,0.000,-0.132,0.135,0.0,0,0
1739954037.718,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739954066.445,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739954095.167,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739954123.894,0.06,3.83,3.81,0.000,-0.132,0.134,0.0,0,0
1739954152.617,0.06,3.83,3.81,0.000,-0.129,0.132,0.0,0,0
1739954181.343,0.06,3.82,3.81,0.000,-0.157,0.160,0.0,0,0
1739954210.070,0.06,3.83,3.82,0.000,-0.121,0.124,0.0,0,0
1739954238.816,0.06,3.83,3.81,0.000,-0.132,0.135,0.0,0,0
1739954267.519,0.06,3.83,3.82,0.000,-0.121,0.123,0.0,0,0
1739954296.242,0.06,3.83,3.81,0.000,-0.132,0.135,0.0,0,0
1739954324.968,0.06,3.83,3.82,0.000,-0.121,0.123,0.0,0,0
1739954353.691,0.06,3.83,3.81,0.000,-0.131,0.134,0.0,0,0
1739954382.417,0.06,3.83,3.82,0.000,-0.122,0.125,0.0,0,0
1739954411.140,0.07,3.83,3.81,0.000,-0.126,0.128,0.0,0,0
1739954439.867,0.08,3.83,3.81,0.000,-0.127,0.130,0.0,0,0
1739954468.593,0.08,3.82,3.81,0.000,-0.144,0.146,0.0,0,0
1739954497.316,0.08,3.82,3.81,0.000,-0.150,0.153,0.0,0,0
1739954526.042,0.08,3.82,3.80,0.000,-0.166,0.169,0.0,0,0
1739954554.765,0.08,3.82,3.80,0.000,-0.176,0.179,0.0,0,0
1739954583.492,0.08,3.82,3.80,0.000,-0.167,0.170,0.0,0,0
1739954612.214,0.08,3.82,3.80,0.000,-0.176,0.180,0.0,0,0
1739954640.941,0.08,3.82,3.80,0.000,-0.172,0.175,0.0,0,0
1739954669.664,0.08,3.82,3.80,0.000,-0.186,0.188,0.0,0,0
1739954698.390,0.08,3.82,3.80,0.000,-0.174,0.177,0.0,0,0
1739954727.117,0.08,3.82,3.80,0.000,-0.179,0.181,0.0,0,0
1739954755.839,0.08,3.82,3.81,0.000,-0.138,0.141,0.0,0,0
1739954784.566,0.08,3.82,3.81,0.000,-0.133,0.136,0.0,0,0
1739954813.289,0.08,3.82,3.81,0.000,-0.134,0.136,0.0,0,0
1739954842.015,0.08,3.82,3.80,0.000,-0.154,0.157,0.0,0,0
1739954870.738,0.08,3.82,3.81,0.000,-0.125,0.128,0.0,0,0
1739954899.464,0.08,3.82,3.81,0.000,-0.139,0.141,0.0,0,0
1739954928.191,0.07,3.82,3.80,0.000,-0.140,0.143,0.0,0,0
1739954956.914,0.07,3.82,3.80,0.000,-0.154,0.157,0.0,0,0
1739954985.683,0.07,3.82,3.80,0.000,-0.145,0.148,0.0,0,0
1739955014.363,0.07,3.82,3.81,0.000,-0.136,0.139,0.0,0,0
1739955043.089,0.08,3.82,3.81,0.000,-0.122,0.125,0.0,0,0
1739955071.812,0.08,3.82,3.81,0.000,-0.133,0.135,0.0,0,0
1739955100.539,0.07,3.82,3.81,0.000,-0.136,0.139,0.0,0,0
1739955129.261,0.07,3.82,3.81,0.000,-0.131,0.134,0.0,0,0
1739955157.988,0.08,3.82,3.81,0.000,-0.136,0.139,0.0,0,0
1739955186.714,0.08,3.82,3.81,0.000,-0.136,0.139,0.0,0,0
1739955215.437,0.08,3.82,3.81,0.000,-0.137,0.140,0.0,0,0
1739955244.164,0.08,3.82,3.81,0.000,-0.131,0.133,0.0,0,0
1739955272.886,0.08,3.82,3.80,0.000,-0.142,0.144,0.0,0,0
1739955301.628,0.07,3.82,3.81,0.000,-0.129,0.132,0.0,0,0
1739955330.335,0.08,3.82,3.81,0.000,-0.132,0.135,0.0,0,0
1739955359.062,0.08,3.82,3.81,0.000,-0.121,0.124,0.0,0,0
1739955387.789,0.08,3.82,3.81,0.000,-0.140,0.143,0.0,0,0
1739955416.511,0.07,3.82,3.81,0.000,-0.132,0.135,0.0,0,0
1739955445.238,0.08,3.82,3.80,0.000,-0.142,0.145,0.0,0,0
1739955473.960,0.08,3.82,3.81,0.000,-0.121,0.123,0.0,0,0
1739955502.687,0.08,3.82,3.79,0.000,-0.187,0.189,0.0,0,0
1739955531.414,0.08,3.82,3.81,0.000,-0.134,0.137,0.0,0,0
1739955560.136,0.08,3.82,3.81,0.000,-0.133,0.136,0.0,0,0
1739955588.859,0.08,3.82,3.81,0.000,-0.120,0.123,0.0,0,0
1739955617.585,0.08,3.82,3.81,0.000,-0.132,0.135,0.0,0,0
1739955646.312,0.08,3.82,3.81,0.000,-0.120,0.123,0.0,0,0
1739955675.035,0.08,3.82,3.81,0.000,-0.132,0.135,0.0,0,0
1739955703.761,0.08,3.82,3.81,0.000,-0.122,0.124,0.0,0,0
1739955732.550,0.08,3.82,3.81,0.000,-0.129,0.132,0.0,0,0
1739955761.210,0.08,3.82,3.81,0.000,-0.124,0.127,0.0,0,0
1739955789.933,0.08,3.82,3.81,0.000,-0.123,0.126,0.0,0,0
1739955818.660,0.08,3.82,3.81,0.000,-0.130,0.133,0.0,0,0
1739955847.386,0.08,3.82,3.80,0.000,-0.151,0.154,0.0,0,0
1739955876.109,0.08,3.82,3.80,0.000,-0.157,0.159,0.0,0,0
1739955904.835,0.08,3.82,3.80,0.000,-0.138,0.140,0.0,0,0
1739955933.558,0.08,3.82,3.80,0.000,-0.142,0.145,0.0,0,0
1739955962.285,0.08,3.82,3.81,0.000,-0.131,0.134,0.0,0,0
1739955991.007,0.07,3.82,3.80,0.000,-0.144,0.147,0.0,0,0
1739956019.734,0.07,3.82,3.80,0.000,-0.141,0.144,0.0,0,0
1739956048.492,0.07,3.82,3.80,0.000,-0.160,0.163,0.0,0,0
1739956077.183,0.07,3.82,3.80,0.000,-0.147,0.150,0.0,0,0
1739956105.910,0.07,3.82,3.80,0.000,-0.167,0.169,0.0,0,0
1739956134.632,0.07,3.81,3.78,0.000,-0.222,0.224,0.0,0,0
1739956163.359,0.07,3.82,3.80,0.000,-0.149,0.152,0.0,0,0
1739956192.082,0.07,3.82,3.80,0.000,-0.143,0.145,0.0,0,0
1739956220.808,0.07,3.82,3.80,0.000,-0.160,0.162,0.0,0,0
1739956249.531,0.07,3.82,3.81,0.000,-0.129,0.131,0.0,0,0
1739956278.257,0.07,3.82,3.80,0.000,-0.144,0.147,0.0,0,0
1739956306.984,0.07,3.82,3.81,0.000,-0.123,0.126,0.0,0,0
1739956335.707,0.07,3.82,3.79,0.000,-0.171,0.174,0.0,0,0
1739956364.437,0.07,3.82,3.80,0.000,-0.156,0.158,0.0,0,0
1739956393.156,0.07,3.82,3.80,0.000,-0.159,0.162,0.0,0,0
1739956421.882,0.07,3.82,3.80,0.000,-0.146,0.148,0.0,0,0
1739956450.605,0.07,3.82,3.80,0.000,-0.144,0.147,0.0,0,0
1739956479.332,0.07,3.82,3.80,0.000,-0.151,0.154,0.0,0,0
1739956508.054,0.07,3.82,3.80,0.000,-0.147,0.150,0.0,0,0
1739956536.781,0.07,3.82,3.80,0.000,-0.138,0.141,0.0,0,0
1739956565.507,0.07,3.82,3.80,0.000,-0.127,0.130,0.0,0,0
1739956594.230,0.08,3.82,3.80,0.000,-0.149,0.151,0.0,0,0
1739956622.957,0.08,3.82,3.80,0.000,-0.137,0.139,0.0,0,0
1739956651.679,0.08,3.82,3.80,0.000,-0.140,0.143,0.0,0,0
1739956680.406,0.08,3.82,3.80,0.000,-0.141,0.144,0.0,0,0
1739956709.128,0.08,3.82,3.80,0.000,-0.151,0.153,0.0,0,0
1739956737.855,0.07,3.82,3.80,0.000,-0.129,0.132,0.0,0,0
1739956766.578,0.07,3.82,3.80,0.000,-0.133,0.136,0.0,0,0
1739956795.359,0.07,3.82,3.81,0.000,-0.121,0.123,0.0,0,0
1739956824.031,0.08,3.82,3.80,0.000,-0.134,0.137,0.0,0,0
1739956852.753,0.08,3.82,3.81,0.000,-0.121,0.123,0.0,0,0
1739956881.480,0.08,3.82,3.80,0.000,-0.134,0.136,0.0,0,0
1739956910.203,0.08,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739956938.929,0.08,3.82,3.80,0.000,-0.134,0.136,0.0,0,0
1739956967.652,0.08,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739956996.378,0.07,3.82,3.80,0.000,-0.132,0.135,0.0,0,0
1739957025.105,0.07,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739957053.828,0.07,3.82,3.80,0.000,-0.131,0.133,0.0,0,0
1739957082.554,0.07,3.82,3.80,0.000,-0.123,0.126,0.0,0,0
1739957111.300,0.07,3.82,3.80,0.000,-0.136,0.139,0.0,0,0
1739957140.003,0.07,3.82,3.80,0.000,-0.138,0.141,0.0,0,0
1739957168.726,0.07,3.82,3.80,0.000,-0.123,0.126,0.0,0,0
1739957197.453,0.07,3.82,3.79,0.000,-0.160,0.162,0.0,0,0
1739957226.175,0.08,3.82,3.80,0.000,-0.136,0.138,0.0,0,0
1739957254.902,0.08,3.82,3.80,0.000,-0.133,0.136,0.0,0,0
1739957283.628,0.07,3.81,3.79,0.000,-0.158,0.161,0.0,0,0
1739957312.351,0.07,3.81,3.79,0.000,-0.177,0.180,0.0,0,0
1739957341.078,0.07,3.81,3.79,0.000,-0.170,0.173,0.0,0,0
1739957369.800,0.07,3.81,3.80,0.000,-0.148,0.150,0.0,0,0
1739957398.527,0.07,3.82,3.80,0.000,-0.125,0.127,0.0,0,0
1739957427.250,0.07,3.81,3.79,0.000,-0.189,0.192,0.0,0,0
1739957455.976,0.07,3.81,3.79,0.000,-0.157,0.160,0.0,0,0
1739957484.703,0.07,3.82,3.80,0.000,-0.133,0.135,0.0,0,0
1739957513.425,0.07,3.82,3.80,0.000,-0.121,0.124,0.0,0,0
1739957542.152,0.07,3.82,3.80,0.000,-0.133,0.136,0.0,0,0
1739957570.875,0.08,3.82,3.80,0.000,-0.122,0.125,0.0,0,0
1739957599.601,0.08,3.82,3.80,0.000,-0.133,0.136,0.0,0,0
1739957628.324,0.08,3.82,3.80,0.000,-0.122,0.125,0.0,0,0
1739957657.050,0.07,3.82,3.80,0.000,-0.133,0.136,0.0,0,0
1739957685.773,0.07,3.82,3.80,0.000,-0.122,0.125,0.0,0,0
1739957714.500,0.07,3.82,3.80,0.000,-0.131,0.134,0.0,0,0
1739957743.226,0.07,3.82,3.80,0.000,-0.124,0.126,0.0,0,0
1739957771.949,0.07,3.82,3.80,0.000,-0.127,0.130,0.0,0,0
1739957800.675,0.07,3.82,3.80,0.000,-0.128,0.131,0.0,0,0
1739957829.398,0.07,3.82,3.80,0.000,-0.123,0.125,0.0,0,0
