timestamp(ticks/UTC),solar(V),batt(V),bus(V),solar(I),batt(I),bus(I),batt_temp(C),chg_stat,chg_fault
1739945353.535,0.09,3.85,3.83,0.000,-0.161,0.164,0.0,0,0
1739945382.257,0.08,3.85,3.83,0.000,-0.174,0.177,0.0,0,0
1739945410.984,0.08,3.85,3.82,0.000,-0.206,0.209,0.0,0,0
1739945439.710,0.08,3.85,3.83,0.000,-0.176,0.178,0.0,0,0
1739945468.433,0.08,3.85,3.83,0.000,-0.188,0.190,0.0,0,0
1739945497.160,0.07,3.84,3.82,0.000,-0.222,0.225,0.0,0,0
1739945525.882,0.07,3.84,3.81,0.000,-0.262,0.265,0.0,0,0
1739945554.609,0.07,3.84,3.81,0.000,-0.271,0.273,0.0,0,0
1739945583.332,0.07,3.83,3.79,0.000,-0.332,0.335,0.0,0,0
1739945612.058,0.07,3.84,3.82,0.000,-0.213,0.216,0.0,0,0
1739945640.828,0.07,3.84,3.80,0.000,-0.270,0.273,0.0,0,0
1739945669.507,0.07,3.84,3.80,0.000,-0.280,0.282,0.0,0,0
1739945698.234,0.07,3.85,3.82,0.000,-0.179,0.183,0.0,0,0
1739945726.957,0.07,3.86,3.84,0.000,-0.130,0.132,0.0,0,0
1739945755.683,0.06,3.85,3.84,0.000,-0.139,0.142,0.0,0,0
1739945784.406,0.06,3.86,3.84,0.000,-0.130,0.133,0.0,0,0
1739945813.132,0.06,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739945841.855,0.06,3.86,3.84,0.000,-0.130,0.132,0.0,0,0
1739945870.582,0.06,3.85,3.84,0.000,-0.140,0.143,0.0,0,0
1739945899.304,0.06,3.86,3.84,0.000,-0.129,0.132,0.0,0,0
1739945928.031,0.06,3.85,3.83,0.000,-0.149,0.152,0.0,0,0
1739945956.769,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739945985.480,0.06,3.85,3.83,0.000,-0.154,0.157,0.0,0,0
1739946014.207,0.06,3.85,3.83,0.000,-0.135,0.138,0.0,0,0
1739946042.929,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739946071.656,0.06,3.85,3.83,0.000,-0.156,0.159,0.0,0,0
1739946100.378,0.06,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739946129.105,0.06,3.85,3.84,0.000,-0.132,0.135,0.0,0,0
1739946157.832,0.06,3.85,3.84,0.000,-0.132,0.135,0.0,0,0
1739946186.554,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739946215.281,0.06,3.85,3.83,0.000,-0.134,0.136,0.0,0,0
1739946244.003,0.06,3.85,3.83,0.000,-0.146,0.149,0.0,0,0
1739946272.730,0.06,3.85,3.83,0.000,-0.140,0.142,0.0,0,0
1739946301.453,0.06,3.84,3.81,0.000,-0.233,0.236,0.0,0,0
1739946330.179,0.06,3.84,3.82,0.000,-0.202,0.205,0.0,0,0
1739946358.910,0.06,3.84,3.82,0.000,-0.214,0.216,0.0,0,0
1739946387.695,0.06,3.85,3.82,0.000,-0.165,0.168,0.0,0,0
1739946416.355,0.06,3.84,3.82,0.000,-0.216,0.219,0.0,0,0
1739946445.078,0.06,3.84,3.82,0.000,-0.199,0.202,0.0,0,0
1739946473.804,0.06,3.84,3.81,0.000,-0.233,0.232,0.0,0,0
1739946502.527,0.06,3.85,3.83,0.000,-0.148,0.152,0.0,0,0
1739946531.253,0.06,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739946559.976,0.06,3.85,3.83,0.000,-0.130,0.132,0.0,0,0
1739946588.703,0.06,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739946617.429,0.06,3.85,3.83,0.000,-0.131,0.134,0.0,0,0
1739946646.152,0.06,3.85,3.83,0.000,-0.147,0.150,0.0,0,0
1739946674.878,0.08,3.85,3.83,0.000,-0.144,0.147,0.0,0,0
1739946703.636,0.07,3.85,3.83,0.000,-0.148,0.151,0.0,0,0
1739946732.328,0.06,3.85,3.83,0.000,-0.138,0.141,0.0,0,0
1739946761.050,0.06,3.85,3.83,0.000,-0.144,0.146,0.0,0,0
1739946789.777,0.06,3.85,3.83,0.000,-0.138,0.141,0.0,0,0
1739946818.500,0.06,3.85,3.83,0.000,-0.142,0.144,0.0,0,0
1739946847.226,0.06,3.85,3.83,0.000,-0.139,0.142,0.0,0,0
1739946875.953,0.06,3.85,3.83,0.000,-0.130,0.133,0.0,0,0
1739946904.675,0.06,3.85,3.83,0.000,-0.139,0.142,0.0,0,0
1739946933.402,0.06,3.85,3.83,0.000,-0.131,0.134,0.0,0,0
1739946962.125,0.06,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739946990.851,0.06,3.85,3.83,0.000,-0.131,0.133,0.0,0,0
1739947019.582,0.06,3.85,3.83,0.000,-0.142,0.144,0.0,0,0
1739947048.300,0.08,3.85,3.83,0.000,-0.130,0.133,0.0,0,0
1739947077.023,0.07,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739947105.750,0.06,3.85,3.83,0.000,-0.129,0.131,0.0,0,0
1739947134.476,0.06,3.85,3.83,0.000,-0.140,0.144,0.0,0,0
1739947163.199,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947191.925,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739947220.648,0.06,3.85,3.83,0.000,-0.130,0.132,0.0,0,0
1739947249.375,0.06,3.85,3.83,0.000,-0.144,0.147,0.0,0,0
1739947278.097,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947306.824,0.06,3.85,3.83,0.000,-0.142,0.144,0.0,0,0
1739947335.550,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947364.273,0.06,3.85,3.83,0.000,-0.141,0.143,0.0,0,0
1739947393.000,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947421.722,0.06,3.85,3.83,0.000,-0.139,0.142,0.0,0,0
1739947450.503,0.06,3.85,3.83,0.000,-0.131,0.134,0.0,0,0
1739947479.171,0.06,3.85,3.83,0.000,-0.137,0.139,0.0,0,0
1739947507.898,0.06,3.85,3.82,0.000,-0.161,0.164,0.0,0,0
1739947536.621,0.09,3.85,3.83,0.000,-0.131,0.134,0.0,0,0
1739947565.347,0.07,3.85,3.83,0.000,-0.140,0.142,0.0,0,0
1739947594.074,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947622.796,0.07,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739947651.523,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947680.246,0.06,3.85,3.83,0.000,-0.141,0.143,0.0,0,0
1739947708.972,0.06,3.85,3.83,0.000,-0.128,0.132,0.0,0,0
1739947737.695,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739947766.445,0.06,3.85,3.83,0.000,-0.129,0.132,0.0,0,0
1739947795.148,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739947823.871,0.06,3.85,3.83,0.000,-0.140,0.143,0.0,0,0
1739947852.597,0.06,3.84,3.82,0.000,-0.165,0.167,0.0,0,0
1739947881.320,0.06,3.85,3.83,0.000,-0.143,0.146,0.0,0,0
1739947910.046,0.06,3.85,3.83,0.000,-0.146,0.149,0.0,0,0
1739947938.769,0.06,3.85,3.83,0.000,-0.131,0.134,0.0,0,0
1739947967.496,0.06,3.84,3.83,0.000,-0.153,0.156,0.0,0,0
1739947996.218,0.06,3.85,3.83,0.000,-0.136,0.139,0.0,0,0
1739948024.945,0.06,3.85,3.83,0.000,-0.143,0.146,0.0,0,0
1739948053.671,0.06,3.85,3.83,0.000,-0.141,0.144,0.0,0,0
1739948082.394,0.06,3.85,3.83,0.000,-0.147,0.150,0.0,0,0
1739948111.121,0.06,3.85,3.83,0.000,-0.136,0.140,0.0,0,0
1739948139.843,0.06,3.85,3.83,0.000,-0.146,0.149,0.0,0,0
1739948168.570,0.06,3.85,3.83,0.000,-0.135,0.137,0.0,0,0
1739948197.292,0.06,3.85,3.83,0.000,-0.132,0.135,0.0,0,0
1739948226.019,0.06,3.85,3.83,0.000,-0.140,0.142,0.0,0,0
1739948254.746,0.06,3.85,3.83,0.000,-0.130,0.132,0.0,0,0
