timestamp (ticks/UTC),temperature (C),humidity (%RH)
1739964346.000,27.64,39.20
1739964405.988,27.63,39.20
1739964465.980,27.62,39.22
1739964525.968,27.61,39.23
1739964585.957,27.60,39.24
1739964645.945,27.59,39.26
1739964705.937,27.58,39.26
1739964765.925,27.58,39.28
1739964825.914,27.57,39.29
1739964885.902,27.57,39.30
1739964945.894,27.57,39.31
1739965005.882,27.57,39.32
1739965065.871,27.56,39.32
1739965125.859,27.56,39.32
1739965185.851,27.56,39.32
1739965245.839,27.55,39.32
1739965305.828,27.55,39.31
1739965365.816,27.54,39.30
1739965425.808,27.54,39.29
1739965485.796,27.54,39.29
1739965545.785,27.53,39.29
1739965605.773,27.53,39.29
1739965665.765,27.52,39.29
1739965725.753,27.51,39.29
1739965785.742,27.51,39.29
1739965845.730,27.50,39.29
1739965905.722,27.50,39.29
1739965965.710,27.49,39.29
1739966025.699,27.48,39.29
1739966085.687,27.48,39.29
1739966145.679,27.47,39.29
1739966205.667,27.47,39.29
1739966265.656,27.46,39.30
1739966325.644,27.46,39.31
1739966385.636,27.48,39.42
1739966445.625,27.54,39.52
1739966505.613,27.61,39.59
1739966565.601,27.66,39.50
1739966625.589,27.68,39.37
1739966685.582,27.67,39.30
1739966745.570,27.65,39.26
1739966805.558,27.64,39.23
1739966865.546,27.63,39.23
1739966925.539,27.62,39.22
1739966985.527,27.60,39.21
1739967045.515,27.59,39.21
1739967105.503,27.59,39.22
1739967165.496,27.58,39.22
1739967225.484,27.57,39.22
1739967285.472,27.56,39.23
1739967345.460,27.56,39.23
1739967405.453,27.56,39.23
1739967465.441,27.55,39.23
1739967525.429,27.55,39.24
1739967585.417,27.55,39.25
1739967645.410,27.55,39.25
1739967705.398,27.54,39.26
1739967765.386,27.54,39.26
1739967825.375,27.54,39.26
1739967885.367,27.54,39.26
1739967945.355,27.54,39.26
1739968005.343,27.54,39.26
1739968065.332,27.54,39.27
1739968125.324,27.54,39.27
1739968185.312,27.55,39.26
1739968245.300,27.55,39.26
1739968305.289,27.55,39.26
1739968365.281,27.55,39.26
1739968425.269,27.55,39.27
1739968485.257,27.55,39.26
1739968545.246,27.55,39.27
1739968605.238,27.55,39.27
1739968665.226,27.56,39.27
1739968725.214,27.56,39.27
1739968785.203,27.56,39.28
1739968845.195,27.56,39.28
1739968905.183,27.56,39.28
1739968965.171,27.57,39.27
1739969025.160,27.57,39.27
1739969085.152,27.57,39.27
1739969145.140,27.57,39.27
1739969205.128,27.58,39.26
1739969265.117,27.58,39.26
1739969325.109,27.58,39.26
1739969385.097,27.58,39.26
1739969445.085,27.58,39.26
1739969505.074,27.58,39.26
1739969565.066,27.58,39.26
1739969625.054,27.59,39.26
1739969685.042,27.59,39.26
1739969745.031,27.59,39.25
1739969805.023,27.59,39.25
1739969865.011,27.59,39.25
1739969925.000,27.60,39.27
1739969984.988,27.63,39.33
1739970044.980,27.64,39.28
1739970104.968,27.65,39.25
1739970164.957,27.65,39.23
1739970224.945,27.65,39.22
1739970284.937,27.65,39.21
1739970344.925,27.65,39.21
1739970404.914,27.65,39.21
1739970464.902,27.65,39.20
1739970524.894,27.65,39.20
1739970584.882,27.65,39.20
1739970644.871,27.66,39.20
1739970704.859,27.66,39.21
1739970764.851,27.67,39.21
1739970824.839,27.67,39.21
1739970884.828,27.67,39.22
1739970944.816,27.68,39.22
1739971004.808,27.69,39.23
1739971064.800,27.69,39.23
1739971124.785,27.70,39.23
1739971184.781,27.70,39.23
1739971244.761,27.71,39.24
1739971304.757,27.71,39.24
1739971364.742,27.72,39.24
1739971424.738,27.73,39.24
1739971484.718,27.73,39.24
1739971544.714,27.74,39.23
1739971604.699,27.75,39.23
1739971664.695,27.75,39.23
1739971724.675,27.76,39.22
1739971784.671,27.76,39.21
1739971844.656,27.76,39.20
1739971904.644,27.77,39.19
1739971964.632,27.77,39.17
1739972024.625,27.77,39.16
1739972084.613,27.77,39.14
1739972144.601,27.77,39.13
1739972204.589,27.76,39.11
1739972264.582,27.76,39.10
1739972324.570,27.76,39.09
1739972384.558,27.75,39.07
1739972444.546,27.74,39.07
1739972504.539,27.74,39.06
1739972564.527,27.73,39.05
1739972624.515,27.72,39.04
1739972684.503,27.71,39.04
1739972744.496,27.70,39.04
1739972804.484,27.70,39.04
1739972864.472,27.69,39.03
1739972924.460,27.68,39.02
1739972984.453,27.67,39.02
1739973044.441,27.66,39.02
1739973104.429,27.66,39.02
1739973164.417,27.65,39.02
1739973224.410,27.64,39.02
1739973284.398,27.63,39.02
1739973344.386,27.62,39.03
1739973404.375,27.62,39.03
1739973464.367,27.61,39.04
1739973524.355,27.61,39.04
1739973584.343,27.63,39.18
1739973644.332,27.73,39.45
1739973704.324,27.92,39.73
1739973764.312,28.08,39.57
1739973824.300,28.12,39.23
1739973884.289,28.11,39.04
1739973944.281,28.08,38.92
1739974004.269,28.04,38.85
1739974064.257,28.01,38.82
1739974124.246,27.98,38.80
1739974184.238,27.96,38.80
1739974244.226,27.93,38.79
1739974304.214,27.91,38.80
1739974364.203,27.91,38.91
1739974424.195,27.96,39.03
1739974484.183,28.03,39.11
1739974544.171,28.10,39.06
1739974604.160,28.11,38.90
1739974664.152,28.09,38.81
1739974724.140,28.07,38.76
1739974784.128,28.04,38.73
1739974844.117,28.03,38.71
1739974904.109,28.00,38.71
1739974964.097,27.98,38.71
1739975024.085,27.96,38.71
1739975084.074,27.95,38.71
1739975144.066,27.95,38.80
1739975204.054,27.96,38.78
1739975264.042,27.95,38.75
1739975324.031,27.94,38.73
1739975384.019,27.93,38.73
1739975444.011,27.92,38.74
1739975504.000,27.91,38.74
1739975563.988,27.90,38.74
1739975623.976,27.89,38.74
1739975683.968,27.88,38.75
1739975743.957,27.87,38.76
1739975803.945,27.87,38.77
1739975863.933,27.86,38.77
1739975923.925,27.86,38.77
1739975983.914,27.86,38.78
1739976043.902,27.85,38.80
1739976103.890,27.85,38.80
1739976163.882,27.84,38.80
1739976223.871,27.84,38.81
1739976283.859,27.84,38.82
1739976343.847,27.84,38.83
1739976403.839,27.84,38.83
1739976463.828,27.84,38.83
1739976523.816,27.83,38.84
1739976583.804,27.84,38.85
1739976643.796,27.84,38.84
1739976703.785,27.83,38.86
1739976763.773,27.84,38.86
1739976823.761,27.84,38.86
1739976883.753,27.84,38.87
1739976943.742,27.84,38.87
1739977003.730,27.84,38.87
1739977063.718,27.84,38.87
1739977123.710,27.84,38.89
1739977183.699,27.88,39.00
1739977243.687,27.92,38.94
1739977303.675,27.92,38.88
1739977363.667,27.91,38.83
1739977423.656,27.91,38.81
1739977483.644,27.90,38.79
1739977543.632,27.89,38.78
1739977603.625,27.87,38.77
1739977663.613,27.87,38.77
1739977723.601,27.86,38.76
1739977783.589,27.84,38.77
1739977843.582,27.84,38.75
1739977903.570,27.82,38.75
1739977963.558,27.81,38.77
1739978023.546,27.80,38.76
1739978083.539,27.79,38.76
1739978143.527,27.79,38.76
1739978203.515,27.78,38.77
1739978263.503,27.77,38.77
1739978323.496,27.76,38.77
1739978383.484,27.76,38.77
1739978443.472,27.75,38.79
1739978503.460,27.75,38.80
1739978563.453,27.74,38.80
1739978623.441,27.74,38.80
1739978683.429,27.73,38.81
1739978743.417,27.73,38.81
1739978803.410,27.72,38.82
1739978863.398,27.72,38.83
1739978923.386,27.72,38.83
1739978983.375,27.72,38.83
1739979043.367,27.71,38.84
1739979103.355,27.71,38.85
1739979163.343,27.71,38.86
1739979223.332,27.71,38.86
1739979283.324,27.71,38.86
1739979343.312,27.70,38.86
1739979403.300,27.70,38.87
1739979463.289,27.70,38.87
1739979523.281,27.70,38.87
1739979583.269,27.71,38.87
1739979643.257,27.70,38.88
1739979703.246,27.70,38.88
1739979763.234,27.71,38.87
1739979823.226,27.71,38.87
1739979883.214,27.70,38.86
1739979943.203,27.70,38.86
1739980003.191,27.73,38.82
1739980063.183,27.78,38.73
1739980123.171,27.78,38.72
1739980183.160,27.78,38.72
1739980243.148,27.78,38.73
1739980303.140,27.78,38.72
1739980363.128,27.78,38.72
1739980423.117,27.77,38.72
1739980483.105,27.77,38.73
1739980543.097,27.76,38.74
1739980603.085,27.76,38.74
1739980663.074,27.75,38.74
1739980723.062,27.75,38.74
1739980783.054,27.77,38.86
1739980843.042,27.83,38.95
1739980903.031,27.90,38.96
1739980963.019,27.94,38.88
1739981023.011,27.94,38.78
1739981083.000,27.93,38.73
1739981142.988,27.91,38.70
1739981202.984,27.90,38.68
1739981262.968,27.88,38.68
1739981322.960,27.86,38.67
1739981382.945,27.85,38.67
1739981442.941,27.84,38.67
1739981502.925,27.82,38.67
1739981562.917,27.85,38.87
1739981622.902,28.01,39.22
1739981682.898,28.20,39.29
1739981742.882,28.34,39.11
1739981802.875,28.37,38.79
1739981862.859,28.34,38.60
1739981922.855,28.30,38.48
1739981982.839,28.26,38.41
1739982042.828,28.22,38.38
1739982102.816,28.17,38.35
1739982162.804,28.13,38.34
1739982222.796,28.10,38.34
1739982282.785,28.07,38.34
1739982342.773,28.05,38.43
1739982402.761,28.07,38.45
1739982462.753,28.06,38.39
1739982522.742,28.03,38.37
1739982582.730,28.00,38.35
1739982642.718,27.98,38.34
1739982702.710,27.95,38.35
1739982762.699,27.93,38.37
1739982822.687,27.91,38.37
1739982882.675,27.88,38.39
1739982942.667,27.87,38.40
1739983002.656,27.85,38.41
1739983062.644,27.83,38.43
1739983122.632,27.81,38.44
1739983182.625,27.80,38.46
1739983242.613,27.79,38.47
1739983302.601,27.77,38.49
1739983362.589,27.76,38.50
1739983422.582,27.75,38.52
1739983482.570,27.74,38.53
1739983542.558,27.74,38.54
1739983602.546,27.73,38.55
1739983662.539,27.72,38.56
1739983722.527,27.72,38.57
1739983782.515,27.71,38.58
1739983842.503,27.70,38.59
1739983902.496,27.70,38.60
1739983962.484,27.69,38.61
1739984022.472,27.69,38.62
1739984082.460,27.68,38.62
1739984142.453,27.68,38.64
1739984202.441,27.67,38.65
1739984262.429,27.67,38.65
1739984322.417,27.67,38.69
1739984382.406,27.73,38.89
1739984442.398,27.83,39.00
1739984502.386,27.93,38.99
1739984562.375,27.99,38.85
1739984622.363,28.00,38.72
1739984682.355,27.98,38.63
1739984742.343,27.96,38.59
1739984802.332,27.95,38.56
1739984862.320,27.93,38.56
1739984922.312,27.91,38.56
1739984982.300,27.90,38.56
1739985042.289,27.89,38.56
1739985102.277,27.88,38.56
1739985162.269,27.90,38.64
1739985222.257,27.91,38.60
1739985282.246,27.91,38.58
1739985342.234,27.90,38.56
1739985402.226,27.89,38.56
1739985462.214,27.88,38.56
1739985522.203,27.87,38.56
1739985582.191,27.86,38.56
1739985642.183,27.85,38.56
1739985702.171,27.84,38.58
1739985762.160,27.84,38.59
1739985822.148,27.83,38.59
1739985882.140,27.82,38.59
1739985942.128,27.82,38.59
1739986002.117,27.81,38.60
1739986062.105,27.81,38.62
1739986122.097,27.80,38.62
1739986182.085,27.80,38.62
1739986242.074,27.79,38.62
1739986302.062,27.79,38.63
1739986362.054,27.78,38.65
1739986422.042,27.78,38.65
1739986482.031,27.77,38.65
1739986542.019,27.77,38.65
1739986602.011,27.76,38.65
1739986662.000,27.76,38.65
1739986721.988,27.75,38.65
1739986781.976,27.75,38.67
1739986841.968,27.74,38.68
1739986901.957,27.74,38.68
1739986961.945,27.73,38.68
1739987021.933,27.73,38.68
1739987081.925,27.72,38.68
1739987141.914,27.72,38.68
1739987201.902,27.72,38.68
1739987261.890,27.71,38.68
1739987321.882,27.71,38.68
1739987381.871,27.70,38.68
1739987441.859,27.70,38.68
1739987501.847,27.69,38.68
1739987561.839,27.69,38.68
1739987621.828,27.69,38.67
1739987681.816,27.69,38.67
1739987741.804,27.69,38.67
1739987801.796,27.69,38.67
1739987861.785,27.69,38.67
1739987921.773,27.69,38.67
1739987981.761,27.72,38.82
1739988041.753,27.81,38.96
1739988101.742,27.93,39.10
1739988161.730,28.04,38.99
1739988221.718,28.07,38.77
1739988281.710,28.06,38.64
1739988341.699,28.05,38.56
1739988401.687,28.03,38.51
1739988461.675,28.01,38.49
1739988521.664,27.99,38.47
1739988581.656,27.98,38.46
1739988641.644,27.96,38.45
1739988701.632,27.95,38.45
1739988761.621,27.96,38.55
1739988821.613,27.99,38.53
1739988881.601,27.98,38.48
1739988941.589,27.96,38.46
1739989001.578,27.93,38.46
1739989061.570,27.92,38.45
1739989121.558,27.90,38.44
1739989181.546,27.90,38.44
1739989241.535,27.89,38.44
1739989301.527,27.88,38.44
1739989361.515,27.87,38.44
1739989421.503,27.86,38.45
1739989481.492,27.85,38.45
1739989541.484,27.85,38.46
1739989601.472,27.84,38.46
1739989661.460,27.83,38.46
1739989721.449,27.83,38.46
1739989781.441,27.82,38.46
1739989841.429,27.81,38.47
1739989901.417,27.81,38.47
1739989961.406,27.80,38.47
1739990021.398,27.79,38.48
1739990081.386,27.79,38.48
1739990141.375,27.78,38.49
1739990201.363,27.78,38.49
1739990261.355,27.78,38.49
1739990321.343,27.77,38.49
1739990381.332,27.77,38.48
1739990441.320,27.77,38.48
1739990501.312,27.76,38.47
1739990561.300,27.76,38.46
1739990621.289,27.75,38.46
1739990681.277,27.74,38.46
1739990741.269,27.73,38.47
1739990801.257,27.71,38.49
1739990861.246,27.70,38.50
1739990921.234,27.69,38.51
1739990981.226,27.68,38.51
1739991041.214,27.68,38.52
1739991101.203,27.67,38.52
1739991161.191,27.66,38.53
1739991221.183,27.66,38.53
1739991281.171,27.65,38.54
1739991341.164,27.65,38.55
1739991401.148,27.65,38.56
1739991461.144,27.64,38.56
1739991521.128,27.64,38.58
1739991581.121,27.68,38.70
1739991641.105,27.72,38.65
1739991701.101,27.72,38.60
1739991761.085,27.72,38.57
